loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	shift_status	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color	resolution	resolution_kb	n_resolutions_detected	resolutions_list	is_multi_resolution	FDR_5kb	FDR_10kb	FDR_25kb	logFC_5kb	logFC_10kb	logFC_25kb	kept_from_resolution	n_overlaps	is_merged	anchor1_K27me3	anchor2_K27me3
loop_19513	chr19	43600000	43625000	chr19	44750000	44775000	chr19:43600000-43625000_chr19:44750000-44775000	FALSE	-0.347891210837679	4.39547529352291	38.7215735650303	4.05147026805367e-5	0.0139417069502811	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.14002644367875	0.0215431194132587	0.0139417069502811	-0.517813840368907	-0.486705676034587	-0.347891210837679	25	4	TRUE	TRUE	TRUE
loop_14270	chr2	147180000	147190000	chr2	147360000	147370000	chr2:147180000-147190000_chr2:147360000-147370000	FALSE	-0.0737738564960018	4.7267466539422	0.968042424189496	0.342758638715383	0.758589058066105	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.910417764612103	0.758589058066105	NA	-0.0520386527321454	-0.0737738564960018	NA	10	3	TRUE	TRUE	TRUE
loop_480	chr3	33955000	33960000	chr3	34645000	34650000	chr3:33955000-33960000_chr3:34645000-34650000	TRUE	-0.303764424742557	3.70389107744136	4.49759592350845	0.0527313816529286	0.477731886134784	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.477731886134784	0.557744371183204	NA	-0.303764424742557	-0.174547499250041	NA	5	2	TRUE	TRUE	TRUE
loop_15359	chr4	114340000	114350000	chr4	114630000	114640000	chr4:114340000-114350000_chr4:114630000-114640000	FALSE	0.0818257704658862	5.05742906975386	1.53034351345988	0.237493961153077	0.67646388244903	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.926873996845675	0.67646388244903	NA	0.037839064122491	0.0818257704658862	NA	10	2	TRUE	TRUE	TRUE
loop_15437	chr4	55520000	55530000	chr4	56490000	56500000	chr4:55520000-55530000_chr4:56490000-56500000	FALSE	0.213490067818473	5.05690728076417	11.5371094477486	0.00464466343018475	0.177866044427216	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.236661530788075	0.177866044427216	NA	0.288249293697922	0.213490067818473	NA	10	3	TRUE	TRUE	TRUE
loop_15261	chr5	101350000	101375000	chr5	101650000	101675000	chr5:101350000-101375000_chr5:101650000-101675000	FALSE	0.018034323471085	5.61900898220473	0.127084773105429	0.727540932918703	0.91690379715016	FALSE	FALSE	non_significant	unchanged	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.995777645167338	0.983166667280638	0.91690379715016	-0.00403224897759459	0.00765802692094759	0.018034323471085	25	3	TRUE	TRUE	TRUE
loop_596	chr6	88130000	88135000	chr6	88205000	88210000	chr6:88130000-88135000_chr6:88205000-88210000	TRUE	0.100989043683967	5.41627302956584	1.56323406265584	0.232159702875903	0.710929873844319	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.710929873844319	NA	NA	0.100989043683967	NA	NA	5	1	FALSE	TRUE	TRUE
loop_15701	chr6	49200000	49225000	chr6	52150000	52175000	chr6:49200000-49225000_chr6:52150000-52175000	TRUE	-0.163658571216833	4.20092313904257	6.15194688325371	0.0285882848030365	0.254170557518229	FALSE	FALSE	non_significant	unchanged	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.644202899649272	0.353150071663814	0.254170557518229	-0.176027878728269	-0.221691165712297	-0.163658571216833	25	4	TRUE	TRUE	TRUE
loop_19802	chr6	51175000	51200000	chr6	52300000	52325000	chr6:51175000-51200000_chr6:52300000-52325000	FALSE	-0.179931625408343	4.50255696725087	9.25276649879978	0.0100297117201068	0.157467224171101	FALSE	FALSE	non_significant	unchanged	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.539618315992102	0.348385340360622	0.157467224171101	-0.200816921324421	-0.209221064436475	-0.179931625408343	25	4	TRUE	TRUE	TRUE
loop_656	chr10	85475000	85480000	chr10	85595000	85600000	chr10:85475000-85480000_chr10:85595000-85600000	FALSE	-0.0856694562429318	5.36901240159027	0.808714249533882	0.384059081142374	0.812477177462244	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.812477177462244	NA	NA	-0.0856694562429318	NA	NA	5	1	FALSE	TRUE	TRUE
loop_17914	chr8	120970000	120980000	chr8	121080000	121090000	chr8:120970000-120980000_chr8:121080000-121090000	TRUE	0.044514136679863	5.64300886238341	0.554436873928397	0.469485099200984	0.830474075004994	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.962185095244011	0.830474075004994	NA	0.0213448132973542	0.044514136679863	NA	10	2	TRUE	TRUE	TRUE
loop_731	chr8	120895000	120900000	chr8	121085000	121090000	chr8:120895000-120900000_chr8:121085000-121090000	TRUE	-0.00221379482871557	5.7090015601605	6.443473944531e-4	0.980115281627671	0.996820406482485	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.996820406482485	NA	NA	-0.00221379482871557	NA	NA	5	1	FALSE	TRUE	TRUE
loop_8787	chr8	114770000	114780000	chr8	115710000	115720000	chr8:114770000-114780000_chr8:115710000-115720000	FALSE	-0.202168983859863	3.91390300792609	5.91629881682232	0.0298493533554887	0.342581892069797	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.516094747136804	0.342581892069797	NA	-0.234543353692691	-0.202168983859863	NA	10	2	TRUE	TRUE	TRUE
loop_8761	chr8	108240000	108250000	chr8	109240000	109250000	chr8:108240000-108250000_chr8:109240000-109250000	FALSE	-0.252300457038437	4.42554898353041	12.2177471689239	0.00383511640977998	0.1683342167007	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.302684347046825	0.1683342167007	NA	-0.356491504313465	-0.252300457038437	NA	10	2	TRUE	TRUE	TRUE
loop_806	chr9	35285000	35290000	chr9	35330000	35335000	chr9:35285000-35290000_chr9:35330000-35335000	TRUE	-0.0992385551321538	6.27815339417395	1.7688238936438	0.205279772229566	0.689977406244323	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.689977406244323	NA	NA	-0.0992385551321538	NA	NA	5	1	FALSE	TRUE	TRUE
loop_807	chr9	35370000	35375000	chr9	35415000	35420000	chr9:35370000-35375000_chr9:35415000-35420000	FALSE	-0.143009116293203	6.62498189977212	3.85546916629451	0.0702435199466951	0.51386199155636	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.51386199155636	0.524351897802206	NA	-0.143009116293203	-0.0936691191207009	NA	5	2	TRUE	TRUE	TRUE
loop_1150	chr9	89830000	89840000	chr9	89900000	89910000	chr9:89830000-89840000_chr9:89900000-89910000	FALSE	-0.0688499946928716	6.52059482315155	0.943240089345517	0.348806800309829	0.762329977914843	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.99158181332981	0.83086589882652	NA	-0.0052032476425138	-0.0452602318413205	NA	10	3	TRUE	TRUE	TRUE
loop_855	chr9	122425000	122430000	chr9	122725000	122730000	chr9:122425000-122430000_chr9:122725000-122730000	FALSE	-0.0449908370135882	5.69496804564016	0.24826108099152	0.626217646297304	0.916012691714199	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.916012691714199	NA	NA	-0.0449908370135882	NA	NA	5	1	FALSE	TRUE	TRUE
loop_10190	chr11	96300000	96310000	chr11	96550000	96560000	chr11:96300000-96310000_chr11:96550000-96560000	TRUE	0.256880688949217	6.0694478453272	15.6042791886968	0.00159767245523881	0.12488943482259	FALSE	FALSE	non_significant	unchanged	NA	10000	10	3	5kb,10kb,25kb	TRUE	0.322723271734527	0.12488943482259	0.263705824881322	0.274251686277737	0.256880688949217	0.167337040736979	10	5	TRUE	TRUE	TRUE
loop_18247	chr11	96200000	96210000	chr11	96350000	96360000	chr11:96200000-96210000_chr11:96350000-96360000	TRUE	-0.200496115337703	5.64672961071241	8.61435218361797	0.0113827915386316	0.238909026961679	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.378282494308886	0.238909026961679	NA	-0.216667456960825	-0.200496115337703	NA	10	2	TRUE	TRUE	TRUE
loop_1463	chr11	71750000	71775000	chr11	72025000	72050000	chr11:71750000-71775000_chr11:72025000-72050000	FALSE	0.0445120620128656	6.0164138278292	0.647577693231909	0.436325638144314	0.778951477316491	FALSE	FALSE	non_significant	unchanged	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.84626043990347	0.904282471481775	0.778951477316491	0.0984547970069312	0.035435491352133	0.0445120620128656	25	4	TRUE	TRUE	TRUE
loop_1379	chr12	104470000	104480000	chr12	104550000	104560000	chr12:104470000-104480000_chr12:104550000-104560000	TRUE	0.0555636736321676	5.44174570097457	1.00060428836373	0.33504620648289	0.754449748174056	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.883741199252062	0.754449748174056	NA	0.0526772068760473	0.0555636736321676	NA	10	2	TRUE	TRUE	TRUE
loop_1017	chr12	56695000	56700000	chr12	56985000	56990000	chr12:56695000-56700000_chr12:56985000-56990000	TRUE	0.366702344277946	5.32743269409426	13.0084820887173	0.00295898991326306	0.217536624780803	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.217536624780803	NA	NA	0.366702344277946	NA	NA	5	1	FALSE	TRUE	TRUE
loop_1054	chr15	88245000	88250000	chr15	88535000	88540000	chr15:88245000-88250000_chr15:88535000-88540000	TRUE	-0.0985370946242155	4.51699743506288	0.673779827876244	0.425811996582824	0.834767759867996	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.834767759867996	0.879978410419481	NA	-0.0985370946242155	-0.0395585669460647	NA	5	2	TRUE	TRUE	TRUE
loop_18595	chr15	88140000	88150000	chr15	88530000	88540000	chr15:88140000-88150000_chr15:88530000-88540000	TRUE	-0.0876411053630432	4.30948984121117	1.10567806023948	0.311785027632895	0.736655813446	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.97928505605867	0.736655813446	NA	0.0150212292961482	-0.0876411053630432	NA	10	3	TRUE	TRUE	TRUE
loop_1073	chr15	88145000	88150000	chr15	88650000	88655000	chr15:88145000-88150000_chr15:88650000-88655000	FALSE	-0.173165913717832	4.44229808488575	1.66985775195479	0.217683181634896	0.699063547115708	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.699063547115708	0.795741268888811	NA	-0.173165913717832	-0.0753959315014304	NA	5	2	TRUE	TRUE	TRUE
loop_12618	chr1	90900000	90910000	chr1	90950000	90960000	chr1:90900000-90910000_chr1:90950000-90960000	FALSE	0.0307095606022435	6.16791081583051	0.230728054061697	0.638801782937007	0.896962508447424	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.96119471932691	0.896962508447424	NA	-0.019481337335779	0.0307095606022435	NA	10	2	TRUE	TRUE	TRUE
loop_17848	chr1	40875000	40900000	chr1	42775000	42800000	chr1:40875000-40900000_chr1:42775000-42800000	FALSE	-0.0160095905287844	4.62343735052643	0.0895567129204163	0.769759800686147	0.931613202889273	FALSE	FALSE	non_significant	unchanged	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.937684449770917	0.972716652152377	0.931613202889273	0.0492862095341559	-0.0120008383596782	-0.0160095905287844	25	3	TRUE	TRUE	TRUE
loop_13201	chr18	80490000	80500000	chr18	80600000	80610000	chr18:80490000-80500000_chr18:80600000-80610000	FALSE	0.10843485465266	5.83811554532484	2.87521285460579	0.113260958078315	0.531324646365766	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.995183420211301	0.531324646365766	NA	0.00392515677161177	0.10843485465266	NA	10	3	TRUE	TRUE	TRUE
loop_13542	chr2	74700000	74725000	chr2	75575000	75600000	chr2:74700000-74725000_chr2:75575000-75600000	FALSE	0.151532795895292	4.94838180725242	7.36556043993361	0.0185276553996558	0.205992592422762	FALSE	FALSE	non_significant	unchanged	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.49474338093665	0.241576350861371	0.205992592422762	0.166980281507271	0.214493574967376	0.151532795895292	25	7	TRUE	TRUE	TRUE
loop_14401	chr2	73270000	73280000	chr2	74690000	74700000	chr2:73270000-73280000_chr2:74690000-74700000	TRUE	-0.350257496451622	3.90599233992909	18.6290998955554	7.9933507239492e-4	0.0930678445869499	FALSE	TRUE	trending	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.126628844090598	0.0930678445869499	NA	-0.523495103442331	-0.350257496451622	NA	10	2	TRUE	TRUE	TRUE
loop_1407	chr3	107100000	107105000	chr3	107150000	107155000	chr3:107100000-107105000_chr3:107150000-107155000	TRUE	-0.0979537428289014	6.3987645531377	1.61739941180065	0.224653145795985	0.70365496815409	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.70365496815409	0.910312386055997	NA	-0.0979537428289014	-0.0328052812895548	NA	5	2	TRUE	TRUE	TRUE
loop_14970	chr3	35100000	35110000	chr3	35480000	35490000	chr3:35100000-35110000_chr3:35480000-35490000	FALSE	0.0589671188940383	4.68572734083975	0.699653577663426	0.417700149237374	0.802874598244037	FALSE	FALSE	non_significant	unchanged	NA	10000	10	3	5kb,10kb,25kb	TRUE	0.91687530004186	0.802874598244037	0.886733505361083	0.0448130359090884	0.0589671188940383	0.0227887262184247	10	3	TRUE	TRUE	TRUE
loop_15068	chr3	45370000	45380000	chr3	50900000	50910000	chr3:45370000-45380000_chr3:50900000-50910000	FALSE	-0.213356773213044	2.89769804204295	3.55607910951543	0.0813955952649074	0.471740465928814	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.758737787063784	0.471740465928814	NA	-0.168255843086662	-0.213356773213044	NA	10	3	TRUE	TRUE	TRUE
loop_20784	chr4	148170000	148180000	chr4	148230000	148240000	chr4:148170000-148180000_chr4:148230000-148240000	FALSE	-0.00782284272616422	6.19654253334835	0.0124857799145071	0.912701299761034	0.978944009439861	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.996770338447751	0.978944009439861	NA	0.00173359103740024	-0.00782284272616422	NA	10	2	TRUE	TRUE	TRUE
loop_19509	chr4	44570000	44580000	chr4	44670000	44680000	chr4:44570000-44580000_chr4:44670000-44680000	FALSE	0.0491078650722458	5.97078485758578	0.865153135247572	0.368903715394102	0.773205632786232	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.902039001096917	0.773205632786232	NA	0.0389456478800775	0.0491078650722458	NA	10	2	TRUE	TRUE	TRUE
loop_6708	chr5	128810000	128820000	chr5	128870000	128880000	chr5:128810000-128820000_chr5:128870000-128880000	FALSE	0.0727481765367551	5.93518370931796	1.78455801943846	0.204037315379883	0.642247224079934	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.943155530506675	0.642247224079934	NA	0.0369385101797276	0.0727481765367551	NA	10	2	TRUE	TRUE	TRUE
loop_19707	chr5	111410000	111420000	chr5	111680000	111690000	chr5:111410000-111420000_chr5:111680000-111690000	FALSE	0.155637190687864	4.89426069624208	5.80438235265172	0.0311804960767748	0.346934151419494	FALSE	FALSE	non_significant	unchanged	NA	10000	10	3	5kb,10kb,25kb	TRUE	0.451417950410372	0.346934151419494	0.642910134176874	0.265654988684733	0.155637190687864	0.0671792852137952	10	3	TRUE	TRUE	TRUE
loop_19764	chr6	52000000	52010000	chr6	52190000	52200000	chr6:52000000-52010000_chr6:52190000-52200000	FALSE	0.124815191299164	5.40421776108264	4.24049449929099	0.0596431147446576	0.42504155387035	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.579638827690459	0.42504155387035	NA	0.153750267344024	0.124815191299164	NA	10	2	TRUE	TRUE	TRUE
loop_15677	chr6	99900000	99925000	chr6	100275000	100300000	chr6:99900000-99925000_chr6:100275000-100300000	TRUE	-0.12901121264588	5.41295965720704	4.6068573234419	0.0525448443379678	0.328851767292273	FALSE	FALSE	non_significant	unchanged	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.734240729554714	0.696174274731217	0.328851767292273	-0.129705223673947	-0.095471879097659	-0.12901121264588	25	3	TRUE	TRUE	TRUE
loop_1685	chr7	49675000	49680000	chr7	49910000	49915000	chr7:49675000-49680000_chr7:49910000-49915000	FALSE	-0.445024009779748	4.34665122305548	11.4234015874469	0.00462170981602135	0.253335623829123	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.253335623829123	NA	NA	-0.445024009779748	NA	NA	5	1	FALSE	TRUE	TRUE
loop_1818	chr14	67340000	67345000	chr14	67420000	67425000	chr14:67340000-67345000_chr14:67420000-67425000	TRUE	-0.0419424894004871	4.47495748094303	0.111814354428239	0.743159794358795	0.947439070221966	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.947439070221966	NA	NA	-0.0419424894004871	NA	NA	5	1	FALSE	TRUE	TRUE
loop_1830	chr9	64555000	64560000	chr9	64630000	64635000	chr9:64555000-64560000_chr9:64630000-64635000	TRUE	-0.162999012920745	6.16375700775806	5.59573126963765	0.0333524515491087	0.423896463709641	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.423896463709641	NA	NA	-0.162999012920745	NA	NA	5	1	FALSE	TRUE	TRUE
loop_1889	chr11	32900000	32905000	chr11	32955000	32960000	chr11:32900000-32905000_chr11:32955000-32960000	TRUE	-0.0336533470210713	6.39798570739333	0.164220201945744	0.691567374629922	0.934482945590852	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.934482945590852	NA	NA	-0.0336533470210713	NA	NA	5	1	FALSE	TRUE	TRUE
loop_2036	chr16	22655000	22660000	chr16	22800000	22805000	chr16:22655000-22660000_chr16:22800000-22805000	TRUE	-0.155838923209591	5.22347128468432	3.47898166169804	0.0837473147932742	0.538192780765693	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.538192780765693	NA	NA	-0.155838923209591	NA	NA	5	1	FALSE	TRUE	TRUE
loop_2082	chr17	71960000	71965000	chr17	72600000	72605000	chr17:71960000-71965000_chr17:72600000-72605000	TRUE	-0.0122978040089409	4.18337773216372	0.00923054621434719	0.92485387098578	0.985960114619856	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.985960114619856	NA	NA	-0.0122978040089409	NA	NA	5	1	FALSE	TRUE	TRUE
loop_14432	chr2	71530000	71540000	chr2	74650000	74660000	chr2:71530000-71540000_chr2:74650000-74660000	FALSE	-0.215600769852549	3.78868420045157	6.07888879985314	0.0280324406536984	0.336846090245039	FALSE	FALSE	non_significant	unchanged	NA	10000	10	3	5kb,10kb,25kb	TRUE	0.478397289216084	0.336846090245039	0.414771150053325	-0.256427803895826	-0.215600769852549	-0.113680768305538	10	3	TRUE	TRUE	TRUE
loop_2245	chr3	50380000	50385000	chr3	50900000	50905000	chr3:50380000-50385000_chr3:50900000-50905000	TRUE	-0.0631562246396308	4.69562696427178	0.34049679413188	0.569040177441269	0.894266662623018	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.894266662623018	0.910312386055997	NA	-0.0631562246396308	-0.0361659548457461	NA	5	2	TRUE	TRUE	TRUE
loop_2256	chr4	120240000	120245000	chr4	120280000	120285000	chr4:120240000-120245000_chr4:120280000-120285000	TRUE	0.0100988712511895	6.24221485306995	0.019377618710264	0.891318087918583	0.977663406512064	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.977663406512064	NA	NA	0.0100988712511895	NA	NA	5	1	FALSE	TRUE	TRUE
loop_2331	chr5	137030000	137035000	chr5	137285000	137290000	chr5:137030000-137035000_chr5:137285000-137290000	TRUE	-0.0315269546098969	4.80808995264058	0.091980512642889	0.766238075607278	0.952626609092769	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.952626609092769	NA	NA	-0.0315269546098969	NA	NA	5	1	FALSE	TRUE	TRUE
loop_2344	chr6	52160000	52165000	chr6	52195000	52200000	chr6:52160000-52165000_chr6:52195000-52200000	FALSE	-0.0905669618894781	6.34599527381465	1.74993683019936	0.207574821339253	0.690648899511349	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.690648899511349	NA	NA	-0.0905669618894781	NA	NA	5	1	FALSE	TRUE	TRUE
loop_2344	chr6	52150000	52175000	chr6	52300000	52325000	chr6:52150000-52175000_chr6:52300000-52325000	FALSE	-0.135248503323216	5.50591623827656	7.05369587211021	0.0206452822241898	0.218100210955193	FALSE	FALSE	non_significant	unchanged	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.494345700491142	0.254832955190609	0.218100210955193	-0.189920822805974	-0.196089849459088	-0.135248503323216	25	3	TRUE	TRUE	TRUE
loop_8706	chr8	103530000	103540000	chr8	104020000	104030000	chr8:103530000-103540000_chr8:104020000-104030000	TRUE	0.0585672856804088	4.59042818292781	0.730938275752398	0.407741649180507	0.797621301345824	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.930849803422131	0.797621301345824	NA	-0.0430123340447882	0.0585672856804088	NA	10	2	TRUE	TRUE	TRUE
loop_8622	chr8	114770000	114780000	chr8	114970000	114980000	chr8:114770000-114780000_chr8:114970000-114980000	FALSE	-0.118127855862794	5.00763078343272	3.09703828355075	0.101439604976306	0.510823341972646	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.572807591626097	0.510823341972646	NA	-0.145409172079984	-0.118127855862794	NA	10	3	TRUE	TRUE	TRUE
