loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	shift_status	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color	resolution	resolution_kb	n_overlaps	is_merged	anchor1_chr	anchor1_start	anchor1_end	anchor1_midpoint	anchor1_size	anchor2_chr	anchor2_start	anchor2_end	anchor2_midpoint	anchor2_size	loop_distance	distance_category	is_intrachromosomal	anchor1_nearest_gene_idx	anchor1_distance_to_tss	anchor2_nearest_gene_idx	anchor2_distance_to_tss	anchor1_nearest_gene	anchor2_nearest_gene	anchor1_H3K27ac_overlap	anchor1_H3K4me1_overlap	anchor1_type	anchor1_is_promoter	anchor2_H3K27ac_overlap	anchor2_H3K4me1_overlap	anchor2_type	anchor2_is_promoter	loop_type	anchor1_H3K27me3_overlap	anchor2_H3K27me3_overlap	anchor1_H3K4me3_overlap	anchor2_H3K4me3_overlap	anchor1_Bivalent_Promoter_overlap	anchor2_Bivalent_Promoter_overlap	anchor_status	anchor1_is_polycomb	anchor2_is_polycomb	polycomb_anchor_count	polycomb_status	is_polycomb_anchored
loop_2074	chr6	49220000	49230000	chr6	52320000	52330000	chr6:49220000-49230000_chr6:52320000-52330000	TRUE	-1.25053334219114	2.92163964819699	78.944020661126	2.229314492986e-8	6.1721781847153e-6	TRUE	TRUE	strong_differential	down_in_mutant	NA	10000	10	1	FALSE	chr6	49220000	49230000	49225000	10000	chr6	52320000	52330000	52325000	10000	3100000	>1Mb	TRUE	4591	5042	20625	5167	140488	70593	FALSE	FALSE	Polycomb	FALSE	FALSE	FALSE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_2117	chr7	143440000	143450000	chr7	144270000	144280000	chr7:143440000-143450000_chr7:144270000-144280000	TRUE	-0.887982533764969	2.37716823908787	25.9723851658267	5.51761659709342e-5	0.0013719508045915	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	1	FALSE	chr7	143440000	143450000	143445000	10000	chr7	144270000	144280000	144275000	10000	830000	500kb-1Mb	TRUE	3910	11049	4195	191008	12577	13043	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_2429	chr9	28200000	28210000	chr9	29790000	29800000	chr9:28200000-28210000_chr9:29790000-29800000	TRUE	-0.40831576093969	2.76859979650213	10.7308217222351	0.0037821575346126	0.0278185860654381	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr9	28200000	28210000	28205000	10000	chr9	29790000	29800000	29795000	10000	1590000	>1Mb	TRUE	14592	409052	10845	163140	330908	235106	FALSE	TRUE	Polycomb	FALSE	TRUE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_3233	chr2	73770000	73780000	chr2	74660000	74670000	chr2:73770000-73780000_chr2:74660000-74670000	TRUE	-0.678173305988614	3.84248181549563	45.6510182773708	1.43042109945562e-6	1.054504570777e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	2	TRUE	chr2	73770000	73780000	73775000	10000	chr2	74660000	74670000	74665000	10000	890000	500kb-1Mb	TRUE	2779	0	5327	0	108699	15433	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_3494	chr4	45750000	45760000	chr4	47290000	47300000	chr4:45750000-45760000_chr4:47290000-47300000	FALSE	-0.895790040121369	1.98169729799671	30.2923848646748	2.18698292787205e-5	7.121697499798e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	1	FALSE	chr4	45750000	45760000	45755000	10000	chr4	47290000	47300000	47295000	10000	1540000	>1Mb	TRUE	205	4222	9063	53221	100040567	21812	TRUE	TRUE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_5330	chr12	103990000	104000000	chr12	104940000	104950000	chr12:103990000-104000000_chr12:104940000-104950000	TRUE	-0.626124594702622	2.96610155434315	28.094456878209	3.46372718921401e-5	0.0010024433982901	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	1	FALSE	chr12	103990000	104000000	103995000	10000	chr12	104940000	104950000	104945000	10000	950000	500kb-1Mb	TRUE	14812	0	8373	59808	380780	212073	FALSE	FALSE	Repressed_Promoter	FALSE	FALSE	TRUE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_12708	chr1	167940000	167950000	chr1	169450000	169460000	chr1:167940000-167950000_chr1:169450000-169460000	FALSE	-0.301785182800561	4.54923740492314	15.0885643228738	9.223550455786e-4	0.0105109463200084	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr1	167940000	167950000	167945000	10000	chr1	169450000	169460000	169455000	10000	1510000	>1Mb	TRUE	3006	250762	18736	71463	110648	66977	FALSE	FALSE	Polycomb	FALSE	FALSE	FALSE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_18733	chr8	107600000	107610000	chr8	108900000	108910000	chr8:107600000-107610000_chr8:108900000-108910000	FALSE	-0.414815290303671	3.48941070295015	13.4281426232555	0.0015403763807872	0.0152701700613131	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr8	107600000	107610000	107605000	10000	chr8	108900000	108910000	108905000	10000	1300000	>1Mb	TRUE	6309	11535	1189	26859	17463	100526511	FALSE	FALSE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_19910	chr3	127630000	127640000	chr3	129210000	129220000	chr3:127630000-127640000_chr3:129210000-129220000	FALSE	-0.816190877929475	2.90024298600086	34.6915682622088	9.24557647903148e-6	3.763415231536e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	2	TRUE	chr3	127630000	127640000	127635000	10000	chr3	129210000	129220000	129215000	10000	1580000	>1Mb	TRUE	3528	0	6882	10121	11924	18741	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_20160	chr6	51170000	51180000	chr6	52220000	52230000	chr6:51170000-51180000_chr6:52220000-52230000	TRUE	-0.644510064029671	5.1081375951447	77.6717827156878	2.54051735714933e-8	6.76435162670631e-6	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	1	FALSE	chr6	51170000	51180000	51175000	10000	chr6	52220000	52230000	52225000	10000	1050000	>1Mb	TRUE	15212	89909	5305	0	387166	15404	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_20370	chr7	131550000	131560000	chr7	137310000	137320000	chr7:131550000-131560000_chr7:137310000-137320000	TRUE	-0.894578862786473	2.02062865334752	30.3476536049187	2.16238552417108e-5	7.063439499857e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	2	TRUE	chr7	131550000	131560000	131555000	10000	chr7	137310000	137320000	137315000	10000	5760000	>1Mb	TRUE	3679	221	4413	0	12237	13593	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_20834	chr15	68920000	68930000	chr15	71240000	71250000	chr15:68920000-68930000_chr15:71240000-71250000	TRUE	-0.425047213424701	3.08020339001277	13.6769598495253	0.0014238672487232	0.0144506563108094	TRUE	TRUE	weak_differential	down_in_mutant	NA	10000	10	1	FALSE	chr15	68920000	68930000	68925000	10000	chr15	71240000	71250000	71245000	10000	2320000	>1Mb	TRUE	4558	0	20537	477837	13992	70363	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	FALSE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_21525	chr6	51170000	51180000	chr6	52000000	52010000	chr6:51170000-51180000_chr6:52000000-52010000	TRUE	-0.512480084365649	3.79140004777257	27.2565833592624	4.15166507805291e-5	0.0011334195904281	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	1	FALSE	chr6	51170000	51180000	51175000	10000	chr6	52000000	52010000	52005000	10000	830000	500kb-1Mb	TRUE	15212	89909	16251	2548	387166	54353	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_552	chr17	29925000	29950000	chr17	31700000	31725000	chr17:29925000-29950000_chr17:31700000-31725000	TRUE	-0.388148525199975	2.15095886859453	17.4899454588817	9.603569029567e-4	0.0086886739865697	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	1	FALSE	chr17	29925000	29950000	29937500	25000	chr17	31700000	31725000	31712500	25000	1775000	>1Mb	TRUE	22559	20086	4131	22192	74762	12954	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_656	chr1	126675000	126700000	chr1	135600000	135625000	chr1:126675000-126700000_chr1:135600000-135625000	FALSE	-0.645780332513054	0.997925662311309	18.322607546402	7.951386411042e-4	0.0076627258075899	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr1	126675000	126700000	126687500	25000	chr1	135600000	135625000	135612500	25000	8925000	>1Mb	TRUE	8272	130798	8730	15226	210356	215714	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Polycomb	FALSE	Polycomb-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_658	chr1	56975000	57000000	chr1	63275000	63300000	chr1:56975000-57000000_chr1:63275000-63300000	TRUE	-0.648919350854733	2.16894378500105	26.4084824279438	1.602329969248e-4	0.002621036624919	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr1	56975000	57000000	56987500	25000	chr1	63275000	63300000	63287500	25000	6300000	>1Mb	TRUE	8423	0	11441	60456	212712	241070	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	FALSE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_743	chr19	25600000	25625000	chr19	43600000	43625000	chr19:25600000-25625000_chr19:43600000-43625000	TRUE	-0.765243528846491	0.847908818431656	19.9572409126026	5.570087596771e-4	0.0060371225716763	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr19	25600000	25625000	25612500	25000	chr19	43600000	43625000	43612500	25000	18000000	>1Mb	TRUE	11377	0	6526	0	240590	18089	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_948	chr3	30500000	30525000	chr3	66975000	67000000	chr3:30500000-30525000_chr3:66975000-67000000	FALSE	-0.700302472863938	1.4037005437905	31.5384058225622	6.85345056273465e-5	0.0015064297907183	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr3	30500000	30525000	30512500	25000	chr3	66975000	67000000	66987500	25000	36475000	>1Mb	TRUE	4569	23007	18660	0	14013	66880	FALSE	TRUE	Polycomb	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_1136	chr6	49200000	49225000	chr6	52225000	52250000	chr6:49200000-49225000_chr6:52225000-52250000	TRUE	-0.804406928490457	4.15059838514943	105.310518697565	8.12668145173389e-8	2.71750898774538e-5	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr6	49200000	49225000	49212500	25000	chr6	52225000	52250000	52237500	25000	3025000	>1Mb	TRUE	4591	0	21420	0	140488	723820	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	FALSE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_1175	chr6	23250000	23275000	chr6	52200000	52225000	chr6:23250000-23275000_chr6:52200000-52225000	TRUE	-0.765491716848208	1.89810281017639	30.2937165944031	8.34139665013344e-5	0.0017083113340303	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr6	23250000	23275000	23262500	25000	chr6	52200000	52225000	52212500	25000	28950000	>1Mb	TRUE	21809	1637	5305	0	73191	15404	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_1242	chr7	131525000	131550000	chr7	137300000	137325000	chr7:131525000-131550000_chr7:137300000-137325000	TRUE	-0.618168911908268	2.1130362344594	38.3450595109457	2.56010817396482e-5	7.861178271687e-4	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr7	131525000	131550000	131537500	25000	chr7	137300000	137325000	137312500	25000	5775000	>1Mb	TRUE	5283	0	4413	0	15373	13593	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_1482	chr9	40875000	40900000	chr9	74825000	74850000	chr9:40875000-40900000_chr9:74825000-74850000	TRUE	-0.665048243760334	1.39518597511314	32.5753408225361	5.84303298529643e-5	0.0013621278495323	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr9	40875000	40900000	40887500	25000	chr9	74825000	74850000	74837500	25000	33950000	>1Mb	TRUE	11780	872	946	0	244813	100503019	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_1620	chr13	22000000	22025000	chr13	55825000	55850000	chr13:22000000-22025000_chr13:55825000-55850000	FALSE	-1.12206964097921	-0.184898723568111	23.8347217454625	2.566696595282e-4	0.0035067298828245	TRUE	TRUE	strong_differential	down_in_mutant	NA	25000	25	1	FALSE	chr13	22000000	22025000	22012500	25000	chr13	55825000	55850000	55837500	25000	33825000	>1Mb	TRUE	16260	0	6881	0	54373	18740	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_1638	chr12	109725000	109750000	chr12	110375000	110400000	chr12:109725000-109750000_chr12:110375000-110400000	TRUE	0.476707940580601	4.82524851864485	79.8641327321318	4.3001615560763e-7	7.30955795173703e-5	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	1	FALSE	chr12	109725000	109750000	109737500	25000	chr12	110375000	110400000	110387500	25000	650000	500kb-1Mb	TRUE	22700	0	13220	47119	751524	26931	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	FALSE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_2101	chr2	71525000	71550000	chr2	74675000	74700000	chr2:71525000-71550000_chr2:74675000-74700000	TRUE	-0.870536697481625	2.97258383333654	93.0266448876891	1.72736909785708e-7	4.24516564555287e-5	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr2	71525000	71550000	71537500	25000	chr2	74675000	74700000	74687500	25000	3150000	>1Mb	TRUE	4326	0	5331	0	13392	15438	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Repressed_Promoter	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_2424	chr5	125525000	125550000	chr5	128500000	128525000	chr5:125525000-125550000_chr5:128500000-128525000	FALSE	-0.500979816538691	2.58993712696216	31.5303290315207	6.86155768167238e-5	0.0015065883056055	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr5	125525000	125550000	125537500	25000	chr5	128500000	128525000	128512500	25000	2975000	>1Mb	TRUE	8020	0	11634	66922	208151	243274	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_2502	chr6	23225000	23250000	chr6	51150000	51175000	chr6:23225000-23250000_chr6:51150000-51175000	TRUE	-0.591946726170873	1.25842213183856	13.2681397715284	0.0027440676302005	0.0178316315772001	TRUE	TRUE	moderate_differential	down_in_mutant	NA	25000	25	1	FALSE	chr6	23225000	23250000	23237500	25000	chr6	51150000	51175000	51162500	25000	27925000	>1Mb	TRUE	21809	0	15212	94909	73191	387166	FALSE	TRUE	Repressed_Promoter	FALSE	FALSE	TRUE	Polycomb	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
loop_2508	chr6	49225000	49250000	chr6	83700000	83725000	chr6:49225000-49250000_chr6:83700000-83725000	FALSE	-1.12504897828188	1.07174032607468	38.3294843880544	2.5659868872645e-5	7.861178271687e-4	TRUE	TRUE	strong_differential	down_in_mutant	NA	25000	25	1	FALSE	chr6	49225000	49250000	49237500	25000	chr6	83700000	83725000	83712500	25000	34475000	>1Mb	TRUE	4591	10042	17044	0	140488	574519	FALSE	FALSE	Polycomb	FALSE	FALSE	TRUE	Repressed_Promoter	FALSE	Repressed_Promoter-Polycomb	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	shared	TRUE	TRUE	2	Both_Polycomb	TRUE
