loop_id	chr1	start1	end1	chr2	start2	end2	coord_string	shift_status	logFC	logCPM	F	PValue	FDR	significant	exploratory	category	direction	plot_color	resolution	resolution_kb	n_resolutions_detected	resolutions_list	is_multi_resolution	FDR_5kb	FDR_10kb	FDR_25kb	logFC_5kb	logFC_10kb	logFC_25kb	kept_from_resolution	n_overlaps	is_merged	anchor1_K27me3	anchor2_K27me3
loop_20152	chr10	67300000	67325000	chr10	67525000	67550000	chr10:67300000-67325000_chr10:67525000-67550000	FALSE	0.0951832833268426	5.1624515684676	3.97392236151088	0.066473146913045	0.17367993476781	FALSE	FALSE	non_significant	unchanged	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.214198955973548	0.263551501666359	0.17367993476781	0.248247360301804	0.126627962875988	0.0951832833268426	25	3	TRUE	TRUE	TRUE
loop_4247	chr8	115150000	115175000	chr8	115700000	115725000	chr8:115150000-115175000_chr8:115700000-115725000	FALSE	-0.153451727283965	4.96311397852084	8.67338136850765	0.010836953552219	0.0472434662445317	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	2	5kb,25kb	TRUE	0.651994315714544	NA	0.0472434662445317	-0.11614380439125	NA	-0.153451727283965	25	2	TRUE	TRUE	TRUE
loop_1164	chr11	85835000	85840000	chr11	85885000	85890000	chr11:85835000-85840000_chr11:85885000-85890000	FALSE	-0.443512061434171	5.55677348461848	28.3366187008512	6.07889169380186e-5	0.00312316086965557	TRUE	TRUE	weak_differential	down_in_mutant	NA	5000	5	1	5kb	FALSE	0.00312316086965557	NA	NA	-0.443512061434171	NA	NA	5	1	FALSE	TRUE	TRUE
loop_19118	chr12	112410000	112420000	chr12	112470000	112480000	chr12:112410000-112420000_chr12:112470000-112480000	FALSE	0.12180688903561	5.85279075583204	5.75971702502871	0.0262565661923283	0.105035744594911	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.155722892128783	0.105035744594911	NA	0.17902502283959	0.12180688903561	NA	10	2	TRUE	TRUE	TRUE
loop_19214	chr15	73830000	73840000	chr15	73990000	74000000	chr15:73830000-73840000_chr15:73990000-74000000	FALSE	0.262553392243185	5.19501100605343	14.1528035817394	0.00122722929736243	0.013031776696781	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	0.0167595595999851	0.013031776696781	NA	0.445075926971527	0.262553392243185	NA	10	2	TRUE	TRUE	TRUE
loop_1318	chr16	96465000	96470000	chr16	96605000	96610000	chr16:96465000-96470000_chr16:96605000-96610000	TRUE	-0.00326437568744607	5.35989129867556	0.00142032090918939	0.970386907067983	0.988472064968927	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.988472064968927	NA	NA	-0.00326437568744607	NA	NA	5	1	FALSE	TRUE	TRUE
loop_19433	chr1	165850000	165860000	chr1	166150000	166160000	chr1:165850000-165860000_chr1:166150000-166160000	FALSE	0.029235922725618	5.04953828984308	0.214919207879983	0.647946538650758	0.796714444352057	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.909626264327061	0.796714444352057	NA	-0.0244595587010652	0.029235922725618	NA	10	2	TRUE	TRUE	TRUE
loop_1705	chr18	76050000	76060000	chr18	76130000	76140000	chr18:76050000-76060000_chr18:76130000-76140000	FALSE	0.198083291723753	5.57013528726316	13.3474267326457	0.00158039758106779	0.0155511121977071	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	0.769599557760139	0.0155511121977071	NA	0.0537323869896433	0.198083291723753	NA	10	2	TRUE	TRUE	TRUE
loop_13106	chr2	31475000	31500000	chr2	31900000	31925000	chr2:31475000-31500000_chr2:31900000-31925000	FALSE	0.0700348515102648	6.01512197403735	2.77303306423974	0.118513684508579	0.259066772428555	FALSE	FALSE	non_significant	unchanged	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.930532833425666	0.433834406806641	0.259066772428555	-0.0202278213325821	-0.0770795042192635	0.0700348515102648	25	3	TRUE	TRUE	TRUE
loop_22121	chrX	12000000	12010000	chrX	12070000	12080000	chrX:12000000-12010000_chrX:12070000-12080000	TRUE	0.105990122488555	4.13638981196789	1.45278635700293	0.242155237458921	0.447238235202407	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.534646528442505	0.447238235202407	NA	0.147554475974787	0.105990122488555	NA	10	2	TRUE	TRUE	TRUE
loop_1754	chr10	42585000	42590000	chr10	42630000	42635000	chr10:42585000-42590000_chr10:42630000-42635000	TRUE	-0.178720528314445	5.96829530926956	5.55323466883963	0.0310281903467942	0.157342612787873	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.157342612787873	0.160897716200526	NA	-0.178720528314445	-0.0989157527935595	NA	5	2	TRUE	TRUE	TRUE
loop_6392	chr9	29790000	29800000	chr9	30130000	30140000	chr9:29790000-29800000_chr9:30130000-30140000	FALSE	0.0431813614685851	4.16562869436049	0.271041035103091	0.608352810000023	0.770811823755487	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.777047191593603	0.770811823755487	NA	-0.0682432755900997	0.0431813614685851	NA	10	2	TRUE	TRUE	TRUE
loop_6780	chr11	116225000	116250000	chr11	116450000	116475000	chr11:116225000-116250000_chr11:116450000-116475000	FALSE	0.0556611147156865	6.42268908782078	2.25265103476554	0.156035263573666	0.312499490071246	FALSE	FALSE	non_significant	unchanged	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.834369102718774	0.346289076635969	0.312499490071246	-0.0368490460091982	0.0844586217339427	0.0556611147156865	25	3	TRUE	TRUE	TRUE
loop_10277	chr12	12625000	12650000	chr12	12925000	12950000	chr12:12625000-12650000_chr12:12925000-12950000	FALSE	0.195982594178886	5.99970684799399	28.905254013698	1.045778393643e-4	0.00196787709165406	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.0273293647661214	0.0167184781798243	0.00196787709165406	0.28237049392584	0.201010712294857	0.195982594178886	25	4	TRUE	TRUE	TRUE
loop_10365	chr12	34450000	34475000	chr12	34650000	34675000	chr12:34450000-34475000_chr12:34650000-34675000	TRUE	-0.0993320750628882	5.58055680761345	4.51275158225903	0.0523168373159301	0.147174023937435	FALSE	FALSE	non_significant	unchanged	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.906557536497673	0.661260806023107	0.147174023937435	-0.0324108443354962	-0.0527862763578809	-0.0993320750628882	25	3	TRUE	TRUE	TRUE
loop_20884	chr16	93290000	93300000	chr16	93450000	93460000	chr16:93290000-93300000_chr16:93450000-93460000	FALSE	0.165045182455135	4.7768019814512	4.53146434036345	0.0459012791344801	0.153243509274459	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.662802166168958	0.153243509274459	NA	0.107672551290028	0.165045182455135	NA	10	2	TRUE	TRUE	TRUE
loop_12316	chr18	74425000	74450000	chr18	74975000	75000000	chr18:74425000-74450000_chr18:74975000-75000000	FALSE	-0.21172851026555	4.16289207472072	10.2526615908073	0.0065349306469424	0.0330054600089757	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.116298243191362	0.0737857268627834	0.0330054600089757	-0.289492934378813	-0.249777853131161	-0.21172851026555	25	3	TRUE	TRUE	TRUE
loop_2713	chr19	41080000	41085000	chr19	41200000	41205000	chr19:41080000-41085000_chr19:41200000-41205000	TRUE	-0.0746812894538209	5.93021575033444	1.12457427309535	0.304131027723919	0.565438776726395	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.565438776726395	0.88505695300169	NA	-0.0746812894538209	0.0136470832664344	NA	5	2	TRUE	TRUE	TRUE
loop_2867	chrX	57920000	57925000	chrX	58035000	58040000	chrX:57920000-57925000_chrX:58035000-58040000	TRUE	-0.0754597772931589	3.59141701037301	0.253846916054163	0.621004219136919	0.810428758873653	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.810428758873653	0.813341933202523	NA	-0.0754597772931589	-0.0406809710166055	NA	5	2	TRUE	TRUE	TRUE
loop_2956	chr3	33955000	33960000	chr3	34635000	34640000	chr3:33955000-33960000_chr3:34635000-34640000	FALSE	-0.118432711518763	4.39664106976806	0.712942718563652	0.410479912957968	0.661796834915522	FALSE	FALSE	non_significant	unchanged	NA	5000	5	3	5kb,10kb,25kb	TRUE	0.661796834915522	0.803001548001283	0.728832425026981	-0.118432711518763	-0.0444159512873203	-0.0367934136294049	5	3	TRUE	TRUE	TRUE
loop_14429	chr4	90900000	90925000	chr4	91225000	91250000	chr4:90900000-90925000_chr4:91225000-91250000	FALSE	0.0888892185890835	5.49232446908194	3.58146301298735	0.0797098010467946	0.195988491050207	FALSE	FALSE	non_significant	unchanged	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.480408855738413	0.346292855538143	0.195988491050207	0.157010174458398	0.115773886595236	0.0888892185890835	25	3	TRUE	TRUE	TRUE
loop_14454	chr4	12225000	12250000	chr4	14425000	14450000	chr4:12225000-12250000_chr4:14425000-14450000	FALSE	-0.0581084730409773	5.5669001071161	1.56561536445251	0.231751459064575	0.407417587003292	FALSE	FALSE	non_significant	unchanged	NA	25000	25	2	5kb,25kb	TRUE	0.951544431562279	NA	0.407417587003292	-0.0156051345675358	NA	-0.0581084730409773	25	2	TRUE	TRUE	TRUE
loop_17280	chr6	51170000	51180000	chr6	52310000	52320000	chr6:51170000-51180000_chr6:52310000-52320000	FALSE	-0.866346995338293	4.01507337320884	73.2262445356311	4.06974247260018e-8	9.11944669701854e-6	TRUE	TRUE	moderate_differential	down_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	3.497975931475e-4	9.11944669701854e-6	NA	-1.08384048364208	-0.866346995338293	NA	10	2	TRUE	TRUE	TRUE
loop_17798	chr7	134260000	134270000	chr7	134340000	134350000	chr7:134260000-134270000_chr7:134340000-134350000	FALSE	0.420157794865977	5.38606122074347	36.0781916954958	7.15351735381148e-6	3.1807152210503e-4	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	0.0135958906657743	3.1807152210503e-4	NA	0.46328440914049	0.420157794865977	NA	10	3	TRUE	TRUE	TRUE
loop_3740	chr7	143090000	143100000	chr7	143460000	143470000	chr7:143090000-143100000_chr7:143460000-143470000	TRUE	-0.152241195093424	4.63539253432457	4.92077515546178	0.0382786727519261	0.135787291805892	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.862760506039016	0.135787291805892	NA	-0.0473118544946636	-0.152241195093424	NA	10	2	TRUE	TRUE	TRUE
loop_3318	chr7	143315000	143320000	chr7	143400000	143405000	chr7:143315000-143320000_chr7:143400000-143405000	TRUE	-0.060175869829205	4.85568005526344	0.339090829296955	0.568184812693814	0.777616203810044	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.777616203810044	NA	NA	-0.060175869829205	NA	NA	5	1	FALSE	TRUE	TRUE
loop_3432	chr8	8485000	8490000	chr8	8660000	8665000	chr8:8485000-8490000_chr8:8660000-8665000	TRUE	0.242169341025523	4.5495795067013	5.07836291266652	0.0380694275465416	0.175035654856024	FALSE	FALSE	non_significant	unchanged	NA	5000	5	3	5kb,10kb,25kb	TRUE	0.175035654856024	0.909417707255754	0.717395807102723	0.242169341025523	-0.0160796003337586	-0.0284790364960556	5	3	TRUE	TRUE	TRUE
loop_3456	chr14	70780000	70785000	chr14	70890000	70895000	chr14:70780000-70785000_chr14:70890000-70895000	TRUE	0.689208253393807	3.81175429263029	17.5746165641759	6.4192737584008e-4	0.0135165551198552	TRUE	TRUE	moderate_differential	up_in_mutant	NA	5000	5	1	5kb	FALSE	0.0135165551198552	NA	NA	0.689208253393807	NA	NA	5	1	FALSE	TRUE	TRUE
loop_19552	chr9	97450000	97475000	chr9	98025000	98050000	chr9:97450000-97475000_chr9:98025000-98050000	TRUE	0.340296934262244	5.07286187322698	50.075756609856	6.17971142694369e-6	3.2741234723843e-4	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.0609647550768909	6.8810877933873e-4	3.2741234723843e-4	0.40199067564158403	0.460645772636123	0.340296934262244	25	3	TRUE	TRUE	TRUE
loop_3525	chr11	33845000	33850000	chr11	33920000	33925000	chr11:33845000-33850000_chr11:33920000-33925000	TRUE	0.189192961470144	5.64353197933562	5.47721141428021	0.0320474581607222	0.15994389287945	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.15994389287945	0.165596449842003	NA	0.189192961470144	0.111996957820428	NA	5	2	TRUE	TRUE	TRUE
loop_18627	chr13	53450000	53475000	chr13	53675000	53700000	chr13:53450000-53475000_chr13:53675000-53700000	FALSE	0.338132400885666	5.2751845274717	36.9519044933129	3.09653934959981e-5	8.9593205181754e-4	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.018823303234789	0.0021685214146142	8.9593205181754e-4	0.529561975431825	0.425220790709074	0.338132400885666	25	3	TRUE	TRUE	TRUE
loop_4500	chr12	33025000	33050000	chr12	33425000	33450000	chr12:33025000-33050000_chr12:33425000-33450000	FALSE	-0.084245088170561	5.02954526475924	3.18166826359994	0.0965840188633144	0.224673379456209	FALSE	FALSE	non_significant	unchanged	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.792420130409008	0.952417991974188	0.224673379456209	0.0593509480892234	0.00959667042116578	-0.084245088170561	25	3	TRUE	TRUE	TRUE
loop_10692	chr15	7450000	7475000	chr15	7800000	7825000	chr15:7450000-7475000_chr15:7800000-7825000	FALSE	0.355494836202299	5.91481212335374	67.9716572700343	1.10472004083112e-6	1.251893299604e-4	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.0375611401691556	1.8107499128449e-4	1.251893299604e-4	0.431865210159196	0.44012958834783	0.355494836202299	25	4	TRUE	TRUE	TRUE
loop_3645	chr16	91160000	91165000	chr16	91310000	91315000	chr16:91160000-91165000_chr16:91310000-91315000	TRUE	0.445710499556838	5.61318364748634	23.2362340786181	1.7070545674702e-4	0.00585500547498544	TRUE	TRUE	weak_differential	up_in_mutant	NA	5000	5	3	5kb,10kb,25kb	TRUE	0.00585500547498544	0.00813571526421582	0.0755968656161108	0.445710499556838	0.227207201822202	0.11396583555093	5	3	TRUE	TRUE	TRUE
loop_21983	chr1	87090000	87100000	chr1	87180000	87190000	chr1:87090000-87100000_chr1:87180000-87190000	TRUE	0.354092045085057	5.27348104389635	27.2507142596216	4.1569204772359e-5	0.00113348703904582	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	0.00254277627160349	0.00113348703904582	NA	0.538360339498534	0.354092045085057	NA	10	2	TRUE	TRUE	TRUE
loop_19446	chr1	73990000	74000000	chr1	74120000	74130000	chr1:73990000-74000000_chr1:74120000-74130000	TRUE	0.283551136315889	5.29673098248257	23.098789199925	1.0759112646378e-4	0.00222374646039112	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	0.0122609754273034	0.00222374646039112	NA	0.429492646623467	0.283551136315889	NA	10	3	TRUE	TRUE	TRUE
loop_12305	chr18	45900000	45925000	chr18	46125000	46150000	chr18:45900000-45925000_chr18:46125000-46150000	FALSE	0.254191758583679	5.82255202827125	38.7713124859086	2.4177287700717e-5	7.5755501462246e-4	TRUE	TRUE	weak_differential	up_in_mutant	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.083422234672231907	0.00311800785917112	7.5755501462246e-4	0.289936358227391	0.280057286666377	0.254191758583679	25	5	TRUE	TRUE	TRUE
loop_3826	chr2	51750000	51755000	chr2	51830000	51835000	chr2:51750000-51755000_chr2:51830000-51835000	TRUE	0.244040741503949	5.37229782490872	7.98397020619322	0.0118644175547756	0.0853690045520564	FALSE	TRUE	trending	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.0853690045520564	0.197404008389474	NA	0.244040741503949	0.113369352756902	NA	5	2	TRUE	TRUE	TRUE
loop_22084	chr2	65020000	65030000	chr2	65110000	65120000	chr2:65020000-65030000_chr2:65110000-65120000	FALSE	0.272566868688057	5.78575159431094	23.4128299241156	9.97916063787074e-5	0.00211468505202519	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	0.012276662330146	0.00211468505202519	NA	0.337202889649143	0.272566868688057	NA	10	2	TRUE	TRUE	TRUE
loop_5812	chr3	104220000	104230000	chr3	104390000	104400000	chr3:104220000-104230000_chr3:104390000-104400000	FALSE	0.258735946378085	5.27043765007096	20.3344483555311	2.1424589805612e-4	0.00363479247736593	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	0.0441925581598479	0.00363479247736593	NA	0.294909833609612	0.258735946378085	NA	10	2	TRUE	TRUE	TRUE
loop_3915	chr3	127620000	127625000	chr3	127760000	127765000	chr3:127620000-127625000_chr3:127760000-127765000	TRUE	0.788418215597205	5.0823703644135	75.9939003549992	1.34767170463333e-7	8.65494021168448e-5	TRUE	TRUE	moderate_differential	up_in_mutant	NA	5000	5	3	5kb,10kb,25kb	TRUE	8.65494021168448e-5	1.055846302426e-4	0.0238614063771475	0.788418215597205	0.425927569357071	0.144144820384963	5	3	TRUE	TRUE	TRUE
loop_5086	chr4	12450000	12475000	chr4	14425000	14450000	chr4:12450000-12475000_chr4:14425000-14450000	FALSE	-0.211008785698689	4.94597762437773	18.0301169414401	8.4908344094914e-4	0.00800190973308819	TRUE	TRUE	weak_differential	down_in_mutant	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.988529100625468	0.17575963457741	0.00800190973308819	0.00606809580246308	-0.171625689871809	-0.211008785698689	25	3	TRUE	TRUE	TRUE
loop_3968	chr4	53930000	53935000	chr4	55240000	55245000	chr4:53930000-53935000_chr4:55240000-55245000	FALSE	0.277988026296962	4.90234141024427	4.973965706001	0.039854485285245	0.179704953460199	FALSE	FALSE	non_significant	unchanged	NA	5000	5	1	5kb	FALSE	0.179704953460199	NA	NA	0.277988026296962	NA	NA	5	1	FALSE	TRUE	TRUE
loop_16410	chr5	149370000	149380000	chr5	149520000	149530000	chr5:149370000-149380000_chr5:149520000-149530000	FALSE	-0.0711261129884814	5.10807183100424	1.2583852450543	0.275250616024423	0.484256214386252	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.620354473504155	0.484256214386252	NA	-0.0856694870965317	-0.0711261129884814	NA	10	2	TRUE	TRUE	TRUE
loop_3989	chr5	36320000	36325000	chr5	36395000	36400000	chr5:36320000-36325000_chr5:36395000-36400000	FALSE	0.29574723452323	5.3950817321701	9.99820232041345	0.00583030421638392	0.0554711801158813	FALSE	TRUE	trending	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.0554711801158813	0.0788036202917833	NA	0.29574723452323	0.153257967779229	NA	5	2	TRUE	TRUE	TRUE
loop_22237	chr5	76650000	76660000	chr5	76840000	76850000	chr5:76650000-76660000_chr5:76840000-76850000	FALSE	0.42310142438222	5.0264881298781	37.7027609555096	5.3406325541133e-6	2.5607880500994e-4	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	0.00342233136183016	2.5607880500994e-4	NA	0.472725581503399	0.42310142438222	NA	10	2	TRUE	TRUE	TRUE
loop_4808	chr7	143380000	143390000	chr7	143450000	143460000	chr7:143380000-143390000_chr7:143450000-143460000	TRUE	-0.0231340442157374	5.47292192035572	0.144492968584363	0.707863114092178	0.834393645736155	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.910070599923654	0.834393645736155	NA	0.0281210138284551	-0.0231340442157374	NA	10	2	TRUE	TRUE	TRUE
loop_4095	chr7	137240000	137245000	chr7	137310000	137315000	chr7:137240000-137245000_chr7:137310000-137315000	FALSE	0.133987788205831	4.93960509471964	1.57471033942375	0.226914779437226	0.481006903670895	FALSE	FALSE	non_significant	unchanged	NA	5000	5	2	5kb,10kb	TRUE	0.481006903670895	0.804136250943292	NA	0.133987788205831	0.0284982653474427	NA	5	2	TRUE	TRUE	TRUE
loop_4829	chr7	131540000	131550000	chr7	131740000	131750000	chr7:131540000-131550000_chr7:131740000-131750000	TRUE	0.491491828237413	4.05535841371539	26.6798155016786	4.7124166788786e-5	0.00123657112685719	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	0.00759108024052361	0.00123657112685719	NA	0.676070589911436	0.491491828237413	NA	10	2	TRUE	TRUE	TRUE
loop_4162	chr8	121125000	121130000	chr8	121390000	121395000	chr8:121125000-121130000_chr8:121390000-121395000	FALSE	0.549519963760996	5.65097518359626	33.582785562893	2.37113639262305e-5	0.00169871612000588	TRUE	TRUE	moderate_differential	up_in_mutant	NA	5000	5	1	5kb	FALSE	0.00169871612000588	NA	NA	0.549519963760996	NA	NA	5	1	FALSE	TRUE	TRUE
loop_7813	chr8	8490000	8500000	chr8	8550000	8560000	chr8:8490000-8500000_chr8:8550000-8560000	FALSE	-0.0530083041186308	5.82283331582916	1.11794818266098	0.302970503259639	0.512890151078776	FALSE	FALSE	non_significant	unchanged	NA	10000	10	2	5kb,10kb	TRUE	0.521503115663692	0.512890151078776	NA	-0.101353224373901	-0.0530083041186308	NA	10	3	TRUE	TRUE	TRUE
loop_8161	chr8	94325000	94350000	chr8	94475000	94500000	chr8:94325000-94350000_chr8:94475000-94500000	FALSE	0.0133925143136684	5.62360285161425	0.0732470410218268	0.790693561724347	0.878112451914713	FALSE	FALSE	non_significant	unchanged	NA	25000	25	2	5kb,25kb	TRUE	0.889736442877863	NA	0.878112451914713	-0.0373235192466651	NA	0.0133925143136684	25	2	TRUE	TRUE	TRUE
loop_21673	chr8	14420000	14430000	chr8	14740000	14750000	chr8:14420000-14430000_chr8:14740000-14750000	TRUE	0.564881609870098	4.79505903509961	70.3834480926861	5.56762995445097e-8	1.17763178625359e-5	TRUE	TRUE	moderate_differential	up_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	0.00343226782697874	1.17763178625359e-5	NA	0.59356180279509	0.564881609870098	NA	10	2	TRUE	TRUE	TRUE
loop_6578	chr8	8225000	8250000	chr8	8650000	8675000	chr8:8225000-8250000_chr8:8650000-8675000	FALSE	-0.0819149439074802	5.09713975584051	2.07335498792142	0.172308384470967	0.334034236240566	FALSE	FALSE	non_significant	unchanged	NA	25000	25	3	5kb,10kb,25kb	TRUE	0.839538445888148	0.563155862367798	0.334034236240566	-0.0725975139668376	-0.0834294828638933	-0.0819149439074802	25	3	TRUE	TRUE	TRUE
loop_8760	chr9	63950000	63960000	chr9	64080000	64090000	chr9:63950000-63960000_chr9:64080000-64090000	FALSE	0.228966722657601	5.85503951779172	19.1025150834073	2.9606332158907e-4	0.00461160395305805	TRUE	TRUE	weak_differential	up_in_mutant	NA	10000	10	2	5kb,10kb	TRUE	0.275993606388916	0.00461160395305805	NA	0.139456459651552	0.228966722657601	NA	10	2	TRUE	TRUE	TRUE
