Chr	Start	End	Conc	Conc_mut	Conc_ctrl	Fold	p-value	FDR
chr5	117938355	117938755	3.97102677288888	4.58110394392705	2.89294792587799	1.14909104354004	1.94282154213004e-07	0.00015036997185736
chr12	84851971	84852371	4.00045562745376	4.64758595981259	2.79605614938978	1.18530782496525	2.14567465266267e-07	0.000158869899185903
chr4	126733934	126734334	4.79397017868319	5.34623424486265	3.88784094037721	1.05839619422581	2.14594490164485e-07	0.000158869899185903
chr7	143399219	143399619	4.16929682086289	3.06780444795412	4.78656317213675	-1.13765963356577	2.21718343210339e-07	0.000160651450596342
chr5	21979428	21979828	4.40143044385402	4.9587371436364	3.48135247908822	1.06221577899055	3.05639207960487e-07	0.000216844650564466
chr9	111373218	111373618	3.66381275602885	4.35536664831234	2.28666035155958	1.2094043308834	3.18517744176113e-07	0.000218566544610811
chr5	127555094	127555494	2.94164548959046	0.761207706499573	3.77302921583032	-1.3664241191104	3.20902282500089e-07	0.000218566544610811
chr14	31254529	31254929	3.55817389126435	2.06382726223077	4.27631273657442	-1.22988610321462	3.28469783850771e-07	0.000219334088020353
chr5	53169932	53170332	4.58317141388827	5.10568345980161	3.75577605286558	1.01284755413284	3.38107892399568e-07	0.000221428159147448
chr5	53151709	53152109	4.64568442075596	5.16447828293571	3.8277234352039	1.00727800503188	3.53428717818284e-07	0.000224543399458495
chr4	47279322	47279722	3.89624199519534	2.58747898903455	4.57100377085855	-1.18135069798865	3.61151491402381e-07	0.000224543399458495
chr18	32995226	32995626	4.35894284030621	4.94163182095646	3.36574198241697	1.07874026344245	3.6779100628117e-07	0.000224543399458495
chr13	23756840	23757240	3.74385572358966	4.40114442754495	2.50218987790933	1.16298405626035	3.69238889140382e-07	0.000224543399458495
chr13	11793884	11794284	4.2826811744202	4.88892197171102	3.2168958834937	1.10820923965755	3.78267067796782e-07	0.000225997982347709
chr12	81314039	81314439	5.00018253548147	5.52323864773576	4.17139944365051	0.997768940901613	4.22289043654639e-07	0.000247949196235496
chr4	45525982	45526382	3.76642319689195	2.55888321054873	4.41442255074167	-1.14483640478876	4.7427441370446e-07	0.000273590260686978
chrX	160865107	160865507	3.75908257540664	4.39353985293856	2.5995138532495	1.14079370218227	4.82026593487554e-07	0.000273590260686978
chr4	46115310	46115710	5.16749944488821	5.64007193993592	4.46008925085675	0.922382562563132	4.90436512102674e-07	0.000273800252781255
chr8	55045186	55045586	4.14264383755676	4.75200130144513	3.06688176810184	1.10734777937561	5.15464557812356e-07	0.000280466136545506
chr2	104253887	104254287	4.02942747716629	4.63623084527153	2.96184802321463	1.11164783465711	5.18847940166404e-07	0.000280466136545506
chr13	23562033	23562433	3.81185595209507	4.45779642974935	2.61174231075479	1.14233486338014	5.75646389194315e-07	0.000306306840375194
chr1	131344013	131344413	4.946303526621	5.44253154337767	4.18381615739623	0.95025003312595	6.62674851023388e-07	0.000347113426891512
chr11	96850606	96851006	4.26373790371791	4.81137517548631	3.37024730771324	1.02240787561314	6.78020730152043e-07	0.000347113426891512
chr1	131327835	131328235	4.52861905240046	5.04979772338747	3.70461684409841	0.98579253452839	6.82912923263288e-07	0.000347113426891512
chr18	33039538	33039938	3.67154330512984	4.31397640506734	2.48396926228876	1.13168013318992	6.97694231703305e-07	0.000349411427362589
chr4	62192823	62193223	5.23309584846085	5.71919046485843	4.49457087630868	0.939683160857884	7.27562644917331e-07	0.000359089070618257
chr18	32956570	32956970	5.03397849527857	5.59311147141302	4.10880316813373	1.03169143078823	8.37923431782337e-07	0.000407649749562107
chr1	97840078	97840478	3.96288310349995	4.57334336196384	2.88356908557554	1.09513528110801	8.58225677219323e-07	0.000411646132925409
chr5	53138675	53139075	4.93918604620854	5.4405939274152	4.16422814407075	0.958934311486168	9.2505686557228e-07	0.000437539049403666
chr17	90653809	90654209	3.91176453521473	4.55986220056764	2.70386871630704	1.11536015058553	9.50007930914083e-07	0.000443185206675056
chr9	75190137	75190537	3.90139164314743	4.520368998356	2.79425307284793	1.08592572819128	1.11222321780882e-06	0.000511848130844317
chr6	121334976	121335376	3.71443159791633	2.558355479422	4.34788015394163	-1.10079533603737	1.26797269502293e-06	0.000568648733214746
chr18	33006704	33007104	4.09971662321742	4.71891454668766	2.99184809343558	1.08789853120542	1.26904430257879e-06	0.000568648733214746
chr18	82916022	82916422	2.98227481408909	3.75127943370304	1.22548739130588	1.18534838401594	1.30381824814774e-06	0.000569412488945561
chr12	70895470	70895870	4.10860193425256	4.70356110651753	3.07818946471271	1.05946291531264	1.31845958311542e-06	0.000569412488945561
chr17	71658164	71658564	4.9192406297856	5.4312362734778	4.11830945526211	0.955026934013381	1.3209098994773e-06	0.000569412488945561
chr7	45421242	45421642	4.79925526385096	5.30416513120524	4.01577916817641	0.949591739740466	1.35913592417744e-06	0.000578567173723282
chr18	32998529	32998929	3.65992415825552	4.32570601379056	2.38613530860419	1.11491463927173	1.45878609645401e-06	0.000613320500181991
chr18	32949370	32949770	4.28258312406508	4.91590923232325	3.12693022864935	1.0865173151162	1.51712622131726e-06	0.00063006992032877
chr9	73931435	73931835	4.65470687794266	5.14168084059062	3.91412483569779	0.920639979752726	1.57981888286229e-06	0.000648201591034644
chr14	27447695	27448095	4.10210436642117	4.69765688200999	3.06985976503933	1.05356533762145	1.67411008625079e-06	0.000678712130800842
chr13	62772548	62772948	4.15144632198775	4.74899385263954	3.11301881608564	1.0552304574309	1.74114270067173e-06	0.000697583702016186
chr2	18699699	18700099	4.40121538252333	4.96812664702687	3.45405224774909	1.01689244921006	1.8644966316735e-06	0.000738318985949316
chr4	46069995	46070395	4.60725133451032	5.15664873056621	3.7089705588945	0.995129538366363	2.08384417603274e-06	0.000814088547997016
chr3	38482069	38482469	3.68405879573156	4.33010997980379	2.48354707743271	1.09111104961209	2.10364974963258e-06	0.000814088547997016
chr18	69354663	69355063	4.04370877599052	4.59844541164728	3.13076295920435	0.999503343075599	2.22721397471043e-06	0.000825488509625702
chr12	84865063	84865463	3.86458050943284	4.52388564655912	2.61536956710772	1.09408864194162	2.22956873308787e-06	0.000825488509625702
chr17	90644095	90644495	3.44543085337151	4.12027039950023	2.13636025654157	1.10417672310677	2.23791364532615e-06	0.000825488509625702
chr4	128394132	128394532	4.19421453511917	4.77185240967574	3.21596789764996	1.02061333650978	2.26697874977729e-06	0.000825488509625702
chr17	31456958	31457358	4.27426591915313	4.88352318266325	3.19882601392442	1.05618417628915	2.26813818477193e-06	0.000825488509625702
chr18	82913081	82913481	4.03968740429095	4.60778117128655	3.08914151153575	1.01101210745353	2.27854705343756e-06	0.000825488509625702
chr11	50139786	50140186	3.9633696525827	4.55220693694525	2.95168246633202	1.02793639433472	2.37282095156104e-06	0.000850593868478011
chr4	98632541	98632941	3.1396035371533	1.69465433728602	3.84685876571391	-1.11332737777877	2.58207305350901e-06	0.000912979320218376
chr4	55076750	55077150	3.42502987025967	4.08295897482914	2.18097318619118	1.08450667023971	2.60046965383005e-06	0.000912979320218376
chr8	78433335	78433735	5.16829031456866	5.65832782158676	4.42050881568963	0.914837869894231	2.75995977083208e-06	0.000957445430930051
chr7	83633868	83634268	4.11878282903976	4.70226390486324	3.123217998376	1.02307101194548	2.78335333026208e-06	0.000957445430930051
chr8	124909681	124910081	4.6369122730508	5.16221429189088	3.80238088894703	0.956066894828669	3.08948609238998e-06	0.00105212448876341
chr4	46071626	46072026	4.67496452243289	5.16414740606118	3.92919657945764	0.906296434166595	3.3118549459412e-06	0.00111668534835671
chr12	11383816	11384216	4.54312012658188	5.07797185904651	3.68378557995507	0.963502552059558	3.37130207605528e-06	0.00112558521764767
chr3	8533901	8534301	3.69105031395142	4.30844333261712	2.5891409328479	1.03994345221787	3.57758010746333e-06	0.00118285913164722
chr10	108626132	108626532	3.40037502093812	2.12633159323416	4.06622323606311	-1.0678487507024	3.68221314254797e-06	0.00120574777470645
chr4	98621095	98621495	3.63783914101426	2.53975455762621	4.25406857547031	-1.03977428403437	3.96762346541272e-06	0.00128683254394886
chr9	4788303	4788703	3.5734866442917	4.21975603211825	2.37218989999919	1.04939885207823	4.16406347142976e-06	0.00132707526616456
chr11	33117355	33117755	3.67353193325052	4.33120149563966	2.43044481593636	1.05952310906574	4.16963892173272e-06	0.00132707526616456
chr2	38824752	38825152	3.68503233117902	4.31718602085886	2.53342364598308	1.04384346561569	4.27473720985523e-06	0.00134792755260759
chr7	143401281	143401681	3.6778206029602	2.43438748216542	4.33558281198864	-1.04697806962434	4.64899466446964e-06	0.0014453753941578
chr4	120789844	120790244	4.40785660760965	4.93946098554776	3.55702272409309	0.947235112078957	4.66866226273259e-06	0.0014453753941578
chr18	32975942	32976342	4.21733737262852	4.78710255215557	3.26199178569028	0.981555443289915	4.71429857119583e-06	0.00144635529587454
chr5	53172160	53172560	5.08305197763092	5.59778159485739	4.275305870345	0.93027676281154	4.78547424995549e-06	0.00145215279972423
chr13	97093864	97094264	4.32669814827377	4.8573165351006	3.47843166451662	0.949908131179588	4.81847794358649e-06	0.00145215279972423
chr6	113322613	113323013	4.43593312888407	4.94483818555749	3.64265182875244	0.920708953645215	4.88400045217481e-06	0.00145898802981415
chr12	70879413	70879813	4.74612197004632	5.24579168266954	3.97536573965109	0.901955664394413	4.95035475697349e-06	0.00146595070651072
chr5	8091526	8091926	4.2630940072332	4.80964651790505	3.37254478867453	0.965972409223898	5.08113658004561e-06	0.00149170781235736
chr9	58222681	58223081	2.80797837086881	1.02710701492343	3.58112436786122	-1.0687737230259	5.28412525011566e-06	0.00153804175549307
chr9	75186691	75187091	4.9585770793536	5.40552829937638	4.30758783198815	0.834199300072923	5.48309206780994e-06	0.00158242966414633
chr2	59800151	59800551	4.41359616113276	4.9144008854616	3.6400982296399	0.910927820496499	5.60056106811898e-06	0.00160274879978817
chr17	90552507	90552907	3.73974778402668	4.37006392854239	2.5944483449778	1.0230282548759	5.692726713373e-06	0.00161554840186598
chr19	40349704	40350104	4.13173854284895	4.69112946159353	3.20584129101745	0.974869963851371	5.80909297087129e-06	0.00162282848873312
chr18	77951138	77951538	4.3191418402435	4.82559844695461	3.53188077531903	0.911016920592271	5.81368596756541e-06	0.00162282848873312
chr2	37623951	37624351	4.09690651405696	4.62162246582766	3.26387821480325	0.927266631229179	5.97706352672513e-06	0.00165486909270426
chr10	109717070	109717470	3.17668791107731	3.86540341160222	1.81138237279355	1.04978609640452	6.11152802337993e-06	0.00167845231319519
chr16	23226326	23226726	3.30135566683101	1.99920975596652	3.9744393502157	-1.04110468046737	6.22167659886803e-06	0.00169503357259561
chr2	104252387	104252787	4.11942553276853	4.66123193662375	3.24164981822121	0.950716953316969	6.63701014784357e-06	0.00179383635384772
chr17	71869079	71869479	4.05461015264145	4.61079444834821	3.13765285621191	0.95846475441041	6.77440685368287e-06	0.00181655453072575
chr17	29678159	29678559	4.87772828923239	5.36066672323607	4.14655230871661	0.872208266284176	6.92801956690157e-06	0.00184323208086588
chr12	31927297	31927697	5.23499672684453	5.71635748238427	4.50747430327088	0.879677447212969	7.10497063533253e-06	0.00187565717043604
chr2	104153117	104153517	5.02771873088988	5.51569327381823	4.28479091147011	0.886913458009572	7.18925818895414e-06	0.00188330913557564
chr4	45798985	45799385	4.12990752240439	3.22247601592243	4.68264519002507	-0.947026531423015	7.30267742123134e-06	0.0018984174013743
chr2	104191715	104192115	3.73569753420569	4.34420838337231	2.66265453604323	1.00148859269121	7.59061438761675e-06	0.0019558100957041
chr11	68722725	68723125	4.57111277528714	5.05378487060401	3.84055450678161	0.865507273596752	7.63831280953296e-06	0.0019558100957041
chr17	90620621	90621021	3.9111938362783	4.47918499165443	2.96094190670593	0.96749167917594	7.84250604911486e-06	0.00199310853360154
chr1	136627516	136627916	5.42360522211722	5.8689555209489	4.77603676971775	0.826742417815462	8.41887707035944e-06	0.00212373969356364
chr3	16190060	16190460	3.67944796069703	4.28076171498729	2.6292519635165	0.993518975716171	8.70214369542362e-06	0.00215720498580403
chr5	8363575	8363975	4.70528610978349	5.22841770301556	3.87631034443413	0.92105683893819	8.73010761962479e-06	0.00215720498580403
chr11	113829736	113830136	3.5496853961821	4.21454109274091	2.279443709135	1.02058801518012	8.74157357336533e-06	0.00215720498580403
chr15	89525649	89526049	5.45648074923413	5.90331224781782	4.80574773091259	0.826749797864319	8.94051826049904e-06	0.00219042697382227
chr15	102955684	102956084	5.31924686484798	5.81924434297506	4.54769965000599	0.895266774164034	9.53024679436793e-06	0.00231559959791148
chr13	62528597	62528997	3.03881424026997	3.75946589488498	1.53276392462517	1.02351968090912	9.58741868464304e-06	0.00231559959791148
chr15	102562468	102562868	4.40245016591128	4.89466946200326	3.64950999316778	0.885541132866686	1.00163402997442e-05	0.002402158231745
chr5	8360333	8360733	3.73763488554763	4.37068436834222	2.5829375172825	0.992013430364933	1.04062047053376e-05	0.00247820490377814
chr3	80798742	80799142	4.06833905695872	4.60311365731408	3.20920722490727	0.930574566458749	1.05099749770277e-05	0.00248553609612972
chr7	134188067	134188467	3.58069151353778	2.51349497473168	4.18737489337446	-0.977761212918031	1.06114132649732e-05	0.00249221847405974
chr11	68954049	68954449	3.4342339830221	4.09709152912183	2.17160787736265	1.00569941336929	1.11446769232456e-05	0.00259953405904884
chr11	104297685	104298085	4.12816910227576	4.66733878878863	3.2574232213181	0.925683012070007	1.13638580866956e-05	0.00263262712341781
chr4	82917134	82917534	3.15691538052817	3.85277838672343	1.7615442217101	1.00777579004306	1.16750225425655e-05	0.0026864384641018
chr4	125563754	125564154	3.5719476454768	2.53381449738073	4.16940045288471	-0.972271602134064	1.19079037648401e-05	0.00272163532021228
chr4	98670348	98670748	3.84055325521807	2.8516958397819	4.4217823544078	-0.955354235250321	1.20191053248571e-05	0.00272272757304733
chr8	104528746	104529146	4.79725389301473	5.29661907600679	4.02723202344288	0.879332902693688	1.21229162508022e-05	0.00272272757304733
chr5	124320348	124320748	4.23299801417605	4.79265250349873	3.30636257941914	0.94410336041247	1.21851800306279e-05	0.00272272757304733
chr10	49527614	49528014	3.4229469587372	4.05386613152043	2.27558093596419	0.990523827087424	1.22324862333355e-05	0.00272272757304733
chr11	55500195	55500595	4.38115366904834	4.86645622266547	3.64447800488265	0.865094764632294	1.24292622285348e-05	0.00274856185190099
chr6	83762909	83763309	5.08801672921677	5.55241093138364	4.39896667826687	0.843043113634217	1.2536582381784e-05	0.00275440847104293
chr4	134018034	134018434	4.05674759391961	4.59450105656957	3.1897581845767	0.917724479911131	1.35957041049947e-05	0.00296795963651023
chr4	85207778	85208178	5.30133356936337	5.75085459135275	4.64482825530235	0.822608009403435	1.37800434354179e-05	0.00298904063180354
chr12	104961353	104961753	3.48331346505386	2.28939213921563	4.1275268020149	-0.981752982361179	1.40819646507371e-05	0.00303519814038513
chr3	33807067	33807467	3.79271552606269	4.41619854808655	2.67056950322769	0.975488237452237	1.47670813734764e-05	0.00316284878096692
chr11	33785754	33786154	3.92628329918385	2.9844632962274	4.49131913394956	-0.931803598591911	1.49334737098732e-05	0.00317849654493582
chr13	23746604	23747004	4.15128154522215	4.70782272966446	3.23333297058302	0.934118657986757	1.54547875564194e-05	0.00326666225920461
chr17	22852405	22852805	4.90375983782101	5.36721602073223	4.21679417276183	0.84034631266818	1.55395473789795e-05	0.00326666225920461
chr4	148891100	148891500	4.23261475968938	3.42037769533398	4.74913617282528	-0.889591562337926	1.60846639386734e-05	0.00335609745580001
chr3	89539986	89540386	4.03857795732672	3.20139161455944	4.56491309923943	-0.903164168915718	1.62128616832025e-05	0.00335609745580001
chr11	24084210	24084610	3.77249711263569	4.37902934020683	2.70578275183724	0.963529651977102	1.62606395597417e-05	0.00335609745580001
chr3	97792851	97793251	4.18966194919793	4.77275998045027	3.1952409437515	0.942601627821352	1.66906974516613e-05	0.00342410663684534
chr3	103758128	103758528	4.69319712251335	5.14154093040175	4.03922253030429	0.812872458862015	1.7855632103396e-05	0.00364115898970748
chr4	88719546	88719946	6.05582649034485	6.48820544822679	5.4355429166454	0.789471794942051	1.94654961378981e-05	0.00393436861075785
chr14	59856547	59856947	3.52516389146343	4.10104169397831	2.55207970809593	0.935276566943001	1.95245425111754e-05	0.00393436861075785
chr6	17655477	17655877	3.57086163940039	4.15087358659344	2.58561218302236	0.936280121265846	1.96413727500539e-05	0.00393462911178286
chr14	34821745	34822145	3.38757622281227	2.12985443069624	4.0491399216737	-0.967464443182292	2.03609546295796e-05	0.00405492578894932
chr11	33740053	33740453	3.92438353197559	2.99788179275761	4.48399029844812	-0.913019125194661	2.07784459945744e-05	0.00411401150200715
chr17	90450597	90450997	3.59977225497619	4.19896338557299	2.55622449474671	0.940771861352431	2.1132640911093e-05	0.00415995425564897
chr17	29682211	29682611	5.82147675148449	6.22396749810971	5.26128507801507	0.752600785839721	2.1361970939105e-05	0.00418093057661621
chr7	125675923	125676323	4.652615650708	5.13432889334754	3.92427809302721	0.842243367234252	2.1694807916034e-05	0.00422180962046022
chr13	11711322	11711722	4.09327474369575	4.62568133825859	3.24034731245646	0.898882903733446	2.20376115108812e-05	0.00426415261365374
chr5	98182753	98183153	4.20839897231232	4.74327496238735	3.34900066497407	0.900612682712451	2.24659145162072e-05	0.00429805690327081
chr5	150466809	150467209	4.27914535883855	4.80004664231841	3.45584764713401	0.884544603049091	2.28040432221112e-05	0.00429805690327081
chr8	113840945	113841345	2.62664163160719	0.732050476661523	3.41828919098921	-0.93251481910679	2.29641145884948e-05	0.00429805690327081
chr2	150403444	150403844	3.79200968083486	4.35578848822439	2.85375605652284	0.920140639862989	2.29922305152954e-05	0.00429805690327081
chr19	5716359	5716759	3.07464896564931	1.6810736354603	3.77009020300832	-0.96142176787566	2.30554124937849e-05	0.00429805690327081
chr13	11800709	11801109	4.06875075847095	4.61506853987935	3.17883693959386	0.902482663009198	2.30819040709344e-05	0.00429805690327081
chr2	104151489	104151889	4.16617959805866	4.68583575322347	3.34603831338443	0.886815731882517	2.30962975568509e-05	0.00429805690327081
chr2	65702895	65703295	4.87909467629132	5.35543168212587	4.16311855997163	0.834388681182011	2.33136306515553e-05	0.0043149222382539
chrX	151808062	151808462	3.24407696708401	3.89828693453349	2.01383545350821	0.955671569653738	2.35858904170202e-05	0.00432317913143079
chr9	27018209	27018609	4.2631546830263	4.7680631787022	3.47968193773432	0.873056373720923	2.36121367918404e-05	0.00432317913143079
chr11	33841932	33842332	4.01018963949333	3.07834568706854	4.5716986568551	-0.906228707854473	2.38583499332576e-05	0.0043265676790558
chr5	108519200	108519600	4.52534613762761	5.02018278368293	3.76618263930326	0.848863671708325	2.39383672900016e-05	0.0043265676790558
chr7	27383996	27384396	4.34697863380393	4.84762994288361	3.57385171854859	0.863391559404104	2.40117836247701e-05	0.0043265676790558
chr14	24001962	24002362	3.36151399115809	2.21449335376146	3.99233245827548	-0.947056476642136	2.44351717161173e-05	0.00437968301469671
chr2	104200757	104201157	4.24602981246273	4.72494006935561	3.52415604707657	0.839148087509448	2.5963354485007e-05	0.00462922532453881
chr3	55487325	55487725	4.8601941041604	5.32235570802967	4.17609798539473	0.818850978558458	2.62664621974381e-05	0.00464068424727447
chr14	47310919	47311319	5.31152845048009	5.74272849619865	4.69368729112613	0.78668536593548	2.63848292999289e-05	0.00464068424727447
chr9	66560402	66560802	4.21792269516565	4.74938858770164	3.36744979253142	0.884385552128695	2.64364335331448e-05	0.00464068424727447
chr9	32033877	32034277	5.36820420364049	4.59296185603618	5.86972949729572	-0.857117782457853	2.73297924277091e-05	0.00476149302618736
chr5	34607102	34607502	4.85249153075021	5.28836563059409	4.22493068059206	0.784388208687911	2.74042764097114e-05	0.00476149302618736
chr1	190155667	190156067	3.10804444338881	3.7672295960104	1.85928386115982	0.945918837705588	2.80502502520646e-05	0.00484899123012214
chr18	61854665	61855065	4.9267056824488	5.37950870683351	4.26311035922019	0.804708927546188	2.84265973649455e-05	0.00488923117809707
chr3	104007146	104007546	3.85933927494316	4.42505820981752	2.91557620215064	0.910450364404921	2.87839557082766e-05	0.00492581714394654
chr15	71519508	71519908	4.06568829733213	4.61433604779132	3.16945034222222	0.900812007109527	2.9033291195702e-05	0.00494364365834815
chr16	35704319	35704719	3.32187092221784	3.97202810263284	2.10649495695041	0.940734517792456	2.97261190125075e-05	0.00503643275109922
chr4	43059294	43059694	3.5719991445176	4.15550516992968	2.57635976884911	0.918079826209364	3.04071861259561e-05	0.00512632041346255
chr4	98706134	98706534	3.61192738767089	2.65261731184552	4.18306749399218	-0.908245292781889	3.10175558483584e-05	0.00520027707438079
chr1	89928823	89929223	4.6762189155032	5.13441950918522	4.00085157351544	0.818464009421002	3.12949383651395e-05	0.00520027707438079
chr6	121304178	121304578	3.54547292726356	2.46754954611533	4.15550185021407	-0.923121704829487	3.15921025849726e-05	0.00520027707438079
chr19	43468782	43469182	5.65990980963428	6.10244859336878	5.01832021774772	0.789395412064555	3.15923107553047e-05	0.00520027707438079
chr15	77115485	77115885	4.40069426536343	4.91128334047103	3.60325171656492	0.862025713944954	3.17981034016584e-05	0.00520027707438079
chr7	122601040	122601440	3.08467879396765	3.75015802135125	1.81205021170913	0.938210638907038	3.18310654854349e-05	0.00520027707438079
chr9	42047925	42048325	4.54601317395274	5.00829794419242	3.86164440256612	0.810986811767844	3.19147822212769e-05	0.00520027707438079
chr7	78423088	78423488	4.26822226897501	4.7552664211654	3.52747585054558	0.844913936092252	3.23113089714924e-05	0.00522923220639535
chr17	85625212	85625612	5.15162294706979	5.58383297857705	4.53168972351358	0.777407790316591	3.26862525809184e-05	0.00522923220639535
chr12	44559073	44559473	3.53336525466944	4.14503293204611	2.45014912539131	0.924319431194473	3.2827942942416e-05	0.00522923220639535
chr2	91773269	91773669	4.97489764863082	5.40794492948081	4.35322674812722	0.780349222345847	3.28394081793547e-05	0.00522923220639535
chr7	78343078	78343478	3.89973152950355	4.45490104474827	2.98558778945293	0.900300323671536	3.28602464298519e-05	0.00522923220639535
chr11	102857918	102858318	4.41595233357372	4.89601691956406	3.69142166793814	0.833447081509116	3.36231497003888e-05	0.00532575052579879
