loop_id	anchor_num	direction	motif_start	motif_end	window_chr	window_start	window_end	H3K27ac_overlap	H3K27me3_overlap	H3K4me1_overlap	H3K4me3_overlap	Bivalent_overlap	CTCF_chip_overlap	distance_to_tss	type_motif_window
loop_8364	1	up_in_mutant	71138280	71138299	chr8	71137789	71138789	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	52030	CTCF_Site
loop_8390	1	up_in_mutant	71138280	71138299	chr8	71137789	71138789	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	52030	CTCF_Site
loop_8667	1	up_in_mutant	36538705	36538724	chr8	36538214	36539214	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	80665	CTCF_Site
loop_8805	1	up_in_mutant	33214468	33214487	chr8	33213977	33214977	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	170549	CTCF_Site
loop_8805	1	up_in_mutant	33214865	33214884	chr8	33214374	33215374	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	170152	CTCF_Site
loop_12019	1	up_in_mutant	49016786	49016805	chr16	49016295	49017295	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	22109	CTCF_Site
loop_12880	1	up_in_mutant	79786661	79786680	chr1	79786170	79787170	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	10026	CTCF_Site
loop_12880	1	up_in_mutant	79787847	79787866	chr1	79787356	79788356	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	11212	CTCF_Site
loop_19513	1	down_in_mutant	43624099	43624118	chr19	43623608	43624608	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	11282	Polycomb
loop_19513	1	down_in_mutant	43624161	43624180	chr19	43623670	43624670	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	11344	Polycomb
loop_13109	1	down_in_mutant	43624099	43624118	chr19	43623608	43624608	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	11282	Polycomb
loop_13109	1	down_in_mutant	43624161	43624180	chr19	43623670	43624670	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	11344	Polycomb
loop_18042	1	down_in_mutant	59198373	59198392	chr19	59197882	59198882	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	20331	Polycomb
loop_15566	1	down_in_mutant	82531467	82531486	chr4	82530976	82531976	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	22959	Active_Enhancer
loop_15592	1	down_in_mutant	82513310	82513329	chr4	82512819	82513819	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	4802	Active_Enhancer
loop_16029	1	up_in_mutant	15520582	15520601	chr5	15520091	15521091	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	8130	CTCF_Site
loop_16581	1	down_in_mutant	111065177	111065196	chr6	111064686	111065686	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	419104	Polycomb
loop_16414	1	down_in_mutant	131572000	131572019	chr7	131571509	131572509	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	11286	CTCF_Site
loop_18971	1	up_in_mutant	107127632	107127651	chr1	107127141	107128141	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	43634	CTCF_Site
loop_19875	1	up_in_mutant	41761883	41761902	chr6	41761392	41762392	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	9973	Poised_Enhancer
loop_20048	1	up_in_mutant	56946576	56946595	chr7	56946085	56947085	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	440102	CTCF_Site
loop_21838	1	up_in_mutant	56689918	56689937	chr12	56689427	56690427	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	1339	Repressed_Promoter
loop_51	1	down_in_mutant	48209326	48209345	chr8	48208835	48209835	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	109742	CTCF_Site
loop_51	1	down_in_mutant	48209688	48209707	chr8	48209197	48210197	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	110104	CTCF_Site
loop_57	1	down_in_mutant	47855750	47855769	chr8	47855259	47856259	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	30776	CTCF_Site
loop_57	1	down_in_mutant	47862195	47862214	chr8	47861704	47862704	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	37221	CTCF_Site
loop_57	1	down_in_mutant	47867273	47867292	chr8	47866782	47867782	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	42299	CTCF_Site
loop_57	1	down_in_mutant	47872529	47872548	chr8	47872038	47873038	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	47555	CTCF_Site
loop_58	1	down_in_mutant	12387620	12387639	chr8	12387129	12388129	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	1357	Repressed_Promoter
loop_58	1	down_in_mutant	12391756	12391775	chr8	12391265	12392265	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	3029	Polycomb
loop_59	1	down_in_mutant	57306940	57306959	chr8	57306449	57307449	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	13533	Polycomb
loop_62	1	down_in_mutant	57306940	57306959	chr8	57306449	57307449	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	13533	Polycomb
loop_225	1	down_in_mutant	85842180	85842199	chr11	85841689	85842689	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	9137	Polycomb
loop_225	1	down_in_mutant	85843402	85843421	chr11	85842911	85843911	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	10359	Polycomb
loop_225	1	down_in_mutant	85844803	85844822	chr11	85844312	85845312	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	11760	Polycomb
loop_225	1	down_in_mutant	85849267	85849286	chr11	85848776	85849776	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	16224	CTCF_Site
loop_611	1	down_in_mutant	138835525	138835544	chr1	138835034	138836034	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	12542	Polycomb
loop_715	1	down_in_mutant	25600063	25600082	chr19	25599572	25600572	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	9964	Polycomb
loop_715	1	down_in_mutant	25622720	25622739	chr19	25622229	25623229	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	11691	Polycomb
loop_964	1	up_in_mutant	34655067	34655086	chr4	34654576	34655576	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	31861	CTCF_Site
loop_1268	1	down_in_mutant	42586942	42586961	chr10	42586451	42587451	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	2615	Polycomb
loop_1268	1	down_in_mutant	42594662	42594681	chr10	42594171	42595171	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	10335	Polycomb
loop_1268	1	down_in_mutant	42596658	42596677	chr10	42596167	42597167	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	12331	CTCF_Site
loop_1268	1	down_in_mutant	42598784	42598803	chr10	42598293	42599293	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	14457	CTCF_Site
loop_1268	1	down_in_mutant	42599586	42599605	chr10	42599095	42600095	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	15259	CTCF_Site
loop_1294	1	down_in_mutant	49477246	49477265	chr8	49476755	49477755	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	632803	CTCF_Site
loop_1294	1	down_in_mutant	49481845	49481864	chr8	49481354	49482354	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	637402	Polycomb
loop_1310	1	down_in_mutant	48527607	48527626	chr8	48527116	48528116	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	315834	CTCF_Site
loop_1314	1	up_in_mutant	71138280	71138299	chr8	71137789	71138789	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	52030	CTCF_Site
loop_1325	1	down_in_mutant	57333515	57333534	chr8	57333024	57334024	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	905	Repressed_Promoter
loop_1446	1	down_in_mutant	40872247	40872266	chr9	40871756	40872756	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	1370	Repressed_Promoter
loop_1512	1	down_in_mutant	95126007	95126026	chr11	95125516	95126516	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	5396	Poised_Enhancer
loop_1512	1	down_in_mutant	95133623	95133642	chr11	95133132	95134132	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	10919	CTCF_Site
loop_2061	1	down_in_mutant	70553986	70554005	chr2	70553495	70554495	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	422	CTCF_Site
loop_2061	1	down_in_mutant	70558323	70558342	chr2	70557832	70558832	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	4524	Polycomb
loop_2061	1	down_in_mutant	70561194	70561213	chr2	70560703	70561703	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	1653	Repressed_Promoter
loop_2061	1	down_in_mutant	70570852	70570871	chr2	70570361	70571361	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	7003	Polycomb
loop_2070	1	down_in_mutant	148048641	148048660	chr2	148048150	148049150	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	1180	Repressed_Promoter
loop_2167	1	down_in_mutant	96327208	96327227	chr3	96326717	96327717	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	17569	CTCF_Site
loop_2167	1	down_in_mutant	96348162	96348181	chr3	96347671	96348671	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	2383	CTCF_Site
loop_2329	1	down_in_mutant	75175939	75175958	chr5	75175448	75176448	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	382	CTCF_Site
loop_2329	1	down_in_mutant	75178534	75178553	chr5	75178043	75179043	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	1211	CTCF_Site
loop_2330	1	up_in_mutant	32931991	32932010	chr5	32931500	32932500	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	67798	CTCF_Site
loop_2330	1	up_in_mutant	32934847	32934866	chr5	32934356	32935356	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	70654	CTCF_Site
loop_2330	1	up_in_mutant	32943004	32943023	chr5	32942513	32943513	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	75302	CTCF_Site
loop_2588	1	down_in_mutant	78444057	78444076	chr8	78443566	78444566	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	6920	Polycomb
loop_2588	1	down_in_mutant	78447987	78448006	chr8	78447496	78448496	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	10850	CTCF_Site
loop_2729	1	down_in_mutant	85842180	85842199	chr11	85841689	85842689	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	9137	Polycomb
loop_2729	1	down_in_mutant	85843402	85843421	chr11	85842911	85843911	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	10359	Polycomb
loop_2729	1	down_in_mutant	85844803	85844822	chr11	85844312	85845312	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	11760	Polycomb
loop_2729	1	down_in_mutant	85849267	85849286	chr11	85848776	85849776	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	16224	CTCF_Site
loop_3100	1	down_in_mutant	43624099	43624118	chr19	43623608	43624608	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	11282	Polycomb
loop_3100	1	down_in_mutant	43624161	43624180	chr19	43623670	43624670	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	11344	Polycomb
loop_3102	1	down_in_mutant	25600063	25600082	chr19	25599572	25600572	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	9964	Polycomb
loop_3102	1	down_in_mutant	25622720	25622739	chr19	25622229	25623229	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	11691	Polycomb
loop_3291	1	up_in_mutant	35840005	35840024	chr3	35839514	35840514	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	85379	CTCF_Site
loop_3471	1	down_in_mutant	42219326	42219345	chr6	42218835	42219835	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3506	CTCF_Site
loop_3596	1	down_in_mutant	108454437	108454456	chr10	108453946	108454946	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	36694	Poised_Enhancer
loop_3596	1	down_in_mutant	108462400	108462419	chr10	108461909	108462909	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	44657	CTCF_Site
loop_3596	1	down_in_mutant	108465420	108465439	chr10	108464929	108465929	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	47677	CTCF_Site
loop_3596	1	down_in_mutant	108467910	108467929	chr10	108467419	108468419	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	50167	CTCF_Site
loop_3664	1	down_in_mutant	48209326	48209345	chr8	48208835	48209835	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	109742	CTCF_Site
loop_3664	1	down_in_mutant	48209688	48209707	chr8	48209197	48210197	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	110104	CTCF_Site
loop_3726	1	up_in_mutant	6877175	6877194	chr14	6876684	6877684	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	134351	CTCF_Site
loop_3726	1	up_in_mutant	6895736	6895755	chr14	6895245	6896245	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	131203	CTCF_Site
loop_3951	1	up_in_mutant	51417276	51417295	chr12	51416785	51417785	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	39204	CTCF_Site
loop_4819	1	up_in_mutant	34204133	34204152	chr8	34203642	34204642	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	36929	CTCF_Site
loop_4819	1	up_in_mutant	34206929	34206948	chr8	34206438	34207438	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	39725	CTCF_Site
loop_4819	1	up_in_mutant	34215407	34215426	chr8	34214916	34215916	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	48203	Poised_Enhancer
loop_4888	1	up_in_mutant	71278380	71278399	chr8	71277889	71278889	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	4954	CTCF_Site
loop_4888	1	up_in_mutant	71279202	71279221	chr8	71278711	71279711	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	5776	CTCF_Site
loop_4888	1	up_in_mutant	71288635	71288654	chr8	71288144	71289144	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	15209	CTCF_Site
loop_4911	1	down_in_mutant	48680944	48680963	chr8	48680453	48681453	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	162497	CTCF_Site
loop_4914	1	up_in_mutant	70910221	70910240	chr8	70909730	70910730	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	3797	CTCF_Site
loop_4914	1	up_in_mutant	70920457	70920476	chr8	70919966	70920966	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	4558	Poised_Enhancer
loop_4921	1	up_in_mutant	36342106	36342125	chr8	36341615	36342615	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	92098	Poised_Enhancer
loop_4921	1	up_in_mutant	36347096	36347115	chr8	36346605	36347605	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	97088	CTCF_Site
loop_5278	1	up_in_mutant	84281473	84281492	chr11	84280982	84281982	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	113505	CTCF_Site
loop_5278	1	up_in_mutant	84285100	84285119	chr11	84284609	84285609	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	117132	CTCF_Site
loop_5289	1	up_in_mutant	84264665	84264684	chr11	84264174	84265174	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	96697	CTCF_Site
loop_5289	1	up_in_mutant	84268258	84268277	chr11	84267767	84268767	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	100290	CTCF_Site
loop_5289	1	up_in_mutant	84274435	84274454	chr11	84273944	84274944	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	106467	CTCF_Site
loop_5346	1	up_in_mutant	94451400	94451419	chr13	94450909	94451909	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	91948	CTCF_Site
loop_5406	1	up_in_mutant	59779945	59779964	chr13	59779454	59780454	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	9643	CTCF_Site
loop_5774	1	down_in_mutant	15056030	15056049	chr17	15055539	15056539	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	14001	CTCF_Site
loop_5774	1	down_in_mutant	15065827	15065846	chr17	15065336	15066336	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	23798	Polycomb
loop_5774	1	down_in_mutant	15072877	15072896	chr17	15072386	15073386	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	30848	CTCF_Site
loop_6044	1	up_in_mutant	30326476	30326495	chr18	30325985	30326985	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	53237	CTCF_Site
loop_6398	1	up_in_mutant	100752193	100752212	chr3	100751702	100752702	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	66198	CTCF_Site
loop_6398	1	up_in_mutant	100768218	100768237	chr3	100767727	100768727	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	56731	CTCF_Site
loop_6730	1	up_in_mutant	29603071	29603090	chr5	29602580	29603580	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	33337	CTCF_Site
loop_6730	1	up_in_mutant	29618395	29618414	chr5	29617904	29618904	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	48661	CTCF_Site
loop_6807	1	down_in_mutant	18913373	18913392	chr6	18912882	18913882	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	46563	CTCF_Site
loop_7111	1	up_in_mutant	45679447	45679466	chr10	45678956	45679956	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	101126	CTCF_Site
loop_7202	1	up_in_mutant	49671056	49671075	chr8	49670565	49671565	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	696546	CTCF_Site
loop_7483	1	up_in_mutant	12410762	12410781	chr13	12410271	12411271	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	15243	CTCF_Site
loop_7853	1	up_in_mutant	31677011	31677030	chr18	31676520	31677520	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	42148	CTCF_Site
loop_8041	1	up_in_mutant	100752193	100752212	chr3	100751702	100752702	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	66198	CTCF_Site
loop_8041	1	up_in_mutant	100768218	100768237	chr3	100767727	100768727	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	56731	CTCF_Site
loop_8498	1	up_in_mutant	71138280	71138299	chr8	71137789	71138789	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	52030	CTCF_Site
loop_8561	1	up_in_mutant	34881076	34881095	chr8	34880585	34881585	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	73287	CTCF_Site
loop_8561	1	up_in_mutant	34883739	34883758	chr8	34883248	34884248	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	75950	CTCF_Site
loop_8561	1	up_in_mutant	34892617	34892636	chr8	34892126	34893126	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	72563	Poised_Enhancer
loop_8779	1	down_in_mutant	48209326	48209345	chr8	48208835	48209835	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	109742	CTCF_Site
loop_8779	1	down_in_mutant	48209688	48209707	chr8	48209197	48210197	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	110104	CTCF_Site
loop_8812	1	up_in_mutant	37132205	37132224	chr8	37131714	37132714	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	107475	CTCF_Site
loop_8828	1	down_in_mutant	80493063	80493082	chr8	80492572	80493572	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	208	CTCF_Site
loop_8841	1	up_in_mutant	36202164	36202183	chr8	36201673	36202673	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	45662	CTCF_Site
loop_8845	1	down_in_mutant	12387620	12387639	chr8	12387129	12388129	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	1357	Repressed_Promoter
loop_8845	1	down_in_mutant	12391756	12391775	chr8	12391265	12392265	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	3029	Polycomb
loop_8846	1	down_in_mutant	57333515	57333534	chr8	57333024	57334024	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	905	Repressed_Promoter
loop_8847	1	down_in_mutant	12387620	12387639	chr8	12387129	12388129	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	1357	Repressed_Promoter
loop_8847	1	down_in_mutant	12391756	12391775	chr8	12391265	12392265	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	3029	Polycomb
loop_9644	1	down_in_mutant	69773773	69773792	chr9	69773282	69774282	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	12341	Polycomb
loop_9657	1	down_in_mutant	55525905	55525924	chr9	55525414	55526414	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	12257	CTCF_Site
loop_9657	1	down_in_mutant	55530328	55530347	chr9	55529837	55530837	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	7834	CTCF_Site
loop_9657	1	down_in_mutant	55536087	55536106	chr9	55535596	55536596	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	2075	CTCF_Site
loop_10149	1	down_in_mutant	85842180	85842199	chr11	85841689	85842689	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	9137	Polycomb
loop_10149	1	down_in_mutant	85843402	85843421	chr11	85842911	85843911	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	10359	Polycomb
loop_10149	1	down_in_mutant	85844803	85844822	chr11	85844312	85845312	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	11760	Polycomb
loop_10149	1	down_in_mutant	85849267	85849286	chr11	85848776	85849776	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	16224	CTCF_Site
loop_10155	1	down_in_mutant	85842180	85842199	chr11	85841689	85842689	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	9137	Polycomb
loop_10155	1	down_in_mutant	85843402	85843421	chr11	85842911	85843911	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	10359	Polycomb
loop_10155	1	down_in_mutant	85844803	85844822	chr11	85844312	85845312	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	11760	Polycomb
loop_10155	1	down_in_mutant	85849267	85849286	chr11	85848776	85849776	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	16224	CTCF_Site
loop_10591	1	down_in_mutant	98351707	98351726	chr13	98351216	98352216	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	2025	Polycomb
loop_10591	1	down_in_mutant	98354228	98354247	chr13	98353737	98354737	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	0	Repressed_Promoter
loop_10875	1	down_in_mutant	49385369	49385388	chr12	49384878	49385878	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	0	Repressed_Promoter
loop_10974	1	down_in_mutant	56689918	56689937	chr12	56689427	56690427	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	1339	Repressed_Promoter
loop_12466	1	up_in_mutant	124718306	124718325	chr1	124717815	124718815	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	127223	CTCF_Site
loop_13141	1	down_in_mutant	43624099	43624118	chr19	43623608	43624608	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	11282	Polycomb
loop_13141	1	down_in_mutant	43624161	43624180	chr19	43623670	43624670	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	11344	Polycomb
loop_13154	1	down_in_mutant	59153699	59153718	chr19	59153208	59154208	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	15847	CTCF_Site
loop_13156	1	down_in_mutant	43624099	43624118	chr19	43623608	43624608	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	11282	Polycomb
loop_13156	1	down_in_mutant	43624161	43624180	chr19	43623670	43624670	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	11344	Polycomb
loop_13214	1	down_in_mutant	43624099	43624118	chr19	43623608	43624608	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	11282	Polycomb
loop_13214	1	down_in_mutant	43624161	43624180	chr19	43623670	43624670	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	11344	Polycomb
loop_13659	1	down_in_mutant	146826621	146826640	chr2	146826130	146827130	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	28733	Polycomb
loop_13852	1	down_in_mutant	146708575	146708594	chr2	146708084	146709084	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	146779	CTCF_Site
loop_13925	1	down_in_mutant	70553986	70554005	chr2	70553495	70554495	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	422	CTCF_Site
loop_13925	1	down_in_mutant	70558323	70558342	chr2	70557832	70558832	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	4524	Polycomb
loop_13925	1	down_in_mutant	70561194	70561213	chr2	70560703	70561703	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	1653	Repressed_Promoter
loop_13925	1	down_in_mutant	70570852	70570871	chr2	70570361	70571361	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	7003	Polycomb
